|dates|Vilas_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Vilas_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Vilas_Wisconsin_UnitedStates.Male_Total_Population.data|Vilas_Wisconsin_UnitedStates.Male_Total_Population.missing|Vilas_Wisconsin_UnitedStates.Female_Total_Population.data|Vilas_Wisconsin_UnitedStates.Female_Total_Population.missing|Vilas_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Vilas_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6758.0|0|11134.0|0|10804.0|0|3711.0|0
