|dates|Geary_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Geary_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Geary_Kansas_UnitedStates.Male_Total_Population.data|Geary_Kansas_UnitedStates.Male_Total_Population.missing|Geary_Kansas_UnitedStates.Female_Total_Population.data|Geary_Kansas_UnitedStates.Female_Total_Population.missing|Geary_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Geary_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2818.0|0|17216.0|0|15378.0|0|10029.0|0
