|dates|Foard_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Foard_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Foard_Texas_UnitedStates.Male_Total_Population.data|Foard_Texas_UnitedStates.Male_Total_Population.missing|Foard_Texas_UnitedStates.Female_Total_Population.data|Foard_Texas_UnitedStates.Female_Total_Population.missing|Foard_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Foard_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|316.0|0|583.0|0|617.0|0|247.0|0
