|dates|Boyle_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Boyle_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Boyle_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Boyle_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Boyle_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Boyle_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Boyle_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Boyle_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|11914.5|0|598.0|0|4.779220779220779|0|12512.5|0
0|2020-01-02|11914.5|0|598.0|0|4.779220779220779|0|12512.5|0
0|2020-01-03|11914.5|0|598.0|0|4.779220779220779|0|12512.5|0
0|2020-01-04|11914.5|0|598.0|0|4.779220779220779|0|12512.5|0
0|2020-01-05|11914.5|0|598.0|0|4.779220779220779|0|12512.5|0
0|2020-01-06|11914.5|0|598.0|0|4.779220779220779|0|12512.5|0
0|2020-01-07|11914.5|0|598.0|0|4.779220779220779|0|12512.5|0
0|2020-01-08|11914.5|0|598.0|0|4.779220779220779|0|12512.5|0
0|2020-01-09|11914.5|0|598.0|0|4.779220779220779|0|12512.5|0
0|2020-01-10|11914.5|0|598.0|0|4.779220779220779|0|12512.5|0
0|2020-01-11|11914.5|0|598.0|0|4.779220779220779|0|12512.5|0
0|2020-01-12|11914.5|0|598.0|0|4.779220779220779|0|12512.5|0
0|2020-01-13|11914.5|0|598.0|0|4.779220779220779|0|12512.5|0
0|2020-01-14|11914.5|0|598.0|0|4.779220779220779|0|12512.5|0
0|2020-01-15|11914.5|0|598.0|0|4.779220779220779|0|12512.5|0
0|2020-01-16|11914.5|0|598.0|0|4.779220779220779|0|12512.5|0
0|2020-01-17|11914.5|0|598.0|0|4.779220779220779|0|12512.5|0
0|2020-01-18|11914.5|0|598.0|0|4.779220779220779|0|12512.5|0
0|2020-01-19|11914.5|0|598.0|0|4.779220779220779|0|12512.5|0
0|2020-01-20|11914.5|0|598.0|0|4.779220779220779|0|12512.5|0
0|2020-01-21|11914.5|0|598.0|0|4.779220779220779|0|12512.5|0
0|2020-01-22|11914.5|0|598.0|0|4.779220779220779|0|12512.5|0
0|2020-01-23|11914.5|0|598.0|0|4.779220779220779|0|12512.5|0
0|2020-01-24|11914.5|0|598.0|0|4.779220779220779|0|12512.5|0
0|2020-01-25|11914.5|0|598.0|0|4.779220779220779|0|12512.5|0
0|2020-01-26|11914.5|0|598.0|0|4.779220779220779|0|12512.5|0
0|2020-01-27|11914.5|0|598.0|0|4.779220779220779|0|12512.5|0
0|2020-01-28|11914.5|0|598.0|0|4.779220779220779|0|12512.5|0
0|2020-01-29|11914.5|0|598.0|0|4.779220779220779|0|12512.5|0
0|2020-01-30|11914.5|0|598.0|0|4.779220779220779|0|12512.5|0
0|2020-01-31|11914.5|0|598.0|0|4.779220779220779|0|12512.5|0
0|2020-02-01|12021.5|0|550.0|0|4.374975142186692|0|12571.5|0
0|2020-02-02|12021.5|0|550.0|0|4.374975142186692|0|12571.5|0
0|2020-02-03|12021.5|0|550.0|0|4.374975142186692|0|12571.5|0
0|2020-02-04|12021.5|0|550.0|0|4.374975142186692|0|12571.5|0
0|2020-02-05|12021.5|0|550.0|0|4.374975142186692|0|12571.5|0
0|2020-02-06|12021.5|0|550.0|0|4.374975142186692|0|12571.5|0
0|2020-02-07|12021.5|0|550.0|0|4.374975142186692|0|12571.5|0
0|2020-02-08|12021.5|0|550.0|0|4.374975142186692|0|12571.5|0
0|2020-02-09|12021.5|0|550.0|0|4.374975142186692|0|12571.5|0
0|2020-02-10|12021.5|0|550.0|0|4.374975142186692|0|12571.5|0
0|2020-02-11|12021.5|0|550.0|0|4.374975142186692|0|12571.5|0
0|2020-02-12|12021.5|0|550.0|0|4.374975142186692|0|12571.5|0
0|2020-02-13|12021.5|0|550.0|0|4.374975142186692|0|12571.5|0
0|2020-02-14|12021.5|0|550.0|0|4.374975142186692|0|12571.5|0
0|2020-02-15|12021.5|0|550.0|0|4.374975142186692|0|12571.5|0
0|2020-02-16|12021.5|0|550.0|0|4.374975142186692|0|12571.5|0
0|2020-02-17|12021.5|0|550.0|0|4.374975142186692|0|12571.5|0
0|2020-02-18|12021.5|0|550.0|0|4.374975142186692|0|12571.5|0
0|2020-02-19|12021.5|0|550.0|0|4.374975142186692|0|12571.5|0
0|2020-02-20|12021.5|0|550.0|0|4.374975142186692|0|12571.5|0
0|2020-02-21|12021.5|0|550.0|0|4.374975142186692|0|12571.5|0
0|2020-02-22|12021.5|0|550.0|0|4.374975142186692|0|12571.5|0
0|2020-02-23|12021.5|0|550.0|0|4.374975142186692|0|12571.5|0
0|2020-02-24|12021.5|0|550.0|0|4.374975142186692|0|12571.5|0
0|2020-02-25|12021.5|0|550.0|0|4.374975142186692|0|12571.5|0
0|2020-02-26|12021.5|0|550.0|0|4.374975142186692|0|12571.5|0
0|2020-02-27|12021.5|0|550.0|0|4.374975142186692|0|12571.5|0
0|2020-02-28|12021.5|0|550.0|0|4.374975142186692|0|12571.5|0
0|2020-02-29|12021.5|0|550.0|0|4.374975142186692|0|12571.5|0
0|2020-03-01|12001.0|0|657.0|0|5.190393427081688|0|12658.0|0
0|2020-03-02|12001.0|0|657.0|0|5.190393427081688|0|12658.0|0
0|2020-03-03|12001.0|0|657.0|0|5.190393427081688|0|12658.0|0
0|2020-03-04|12001.0|0|657.0|0|5.190393427081688|0|12658.0|0
0|2020-03-05|12001.0|0|657.0|0|5.190393427081688|0|12658.0|0
0|2020-03-06|12001.0|0|657.0|0|5.190393427081688|0|12658.0|0
0|2020-03-07|12001.0|0|657.0|0|5.190393427081688|0|12658.0|0
