|dates|Meagher_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Meagher_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Meagher_Montana_UnitedStates.Male_Total_Population.data|Meagher_Montana_UnitedStates.Male_Total_Population.missing|Meagher_Montana_UnitedStates.Female_Total_Population.data|Meagher_Montana_UnitedStates.Female_Total_Population.missing|Meagher_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Meagher_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-03-24|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-03-25|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-03-26|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-03-27|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-03-28|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-03-29|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-03-30|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-03-31|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-04-01|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-04-02|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-04-03|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-04-04|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-04-05|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-04-06|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-04-07|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-04-08|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-04-09|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-04-10|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-04-11|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-04-12|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-04-13|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-04-14|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-04-15|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-04-16|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-04-17|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-04-18|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-04-19|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-04-20|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-04-21|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-04-22|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-04-23|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-04-24|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-04-25|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-04-26|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-04-27|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-04-28|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-04-29|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-04-30|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-05-01|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-05-02|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-05-03|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-05-04|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-05-05|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-05-06|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-05-07|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-05-08|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-05-09|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-05-10|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-05-11|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-05-12|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-05-13|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-05-14|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-05-15|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-05-16|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-05-17|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-05-18|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-05-19|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-05-20|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-05-21|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-05-22|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-05-23|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-05-24|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-05-25|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-05-26|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-05-27|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-05-28|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-05-29|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-05-30|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-05-31|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-06-01|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-06-02|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-06-03|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-06-04|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-06-05|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-06-06|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-06-07|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-06-08|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-06-09|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-06-10|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-06-11|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-06-12|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-06-13|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-06-14|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-06-15|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-06-16|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-06-17|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-06-18|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-06-19|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-06-20|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-06-21|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-06-22|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-06-23|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-06-24|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-06-25|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-06-26|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-06-27|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-06-28|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-06-29|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-06-30|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-07-01|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-07-02|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-07-03|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-07-04|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-07-05|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-07-06|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-07-07|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-07-08|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-07-09|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-07-10|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-07-11|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-07-12|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-07-13|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-07-14|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-07-15|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-07-16|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-07-17|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-07-18|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-07-19|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-07-20|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-07-21|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-07-22|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-07-23|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-07-24|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-07-25|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-07-26|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-07-27|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-07-28|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-07-29|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-07-30|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-07-31|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-08-01|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-08-02|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-08-03|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-08-04|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-08-05|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-08-06|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-08-07|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-08-08|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-08-09|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-08-10|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-08-11|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-08-12|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-08-13|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-08-14|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-08-15|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-08-16|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-08-17|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-08-18|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-08-19|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-08-20|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-08-21|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-08-22|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-08-23|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-08-24|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-08-25|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-08-26|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-08-27|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-08-28|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-08-29|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-08-30|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-08-31|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-09-01|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-09-02|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-09-03|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-09-04|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-09-05|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-09-06|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-09-07|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-09-08|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-09-09|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-09-10|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-09-11|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-09-12|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-09-13|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-09-14|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-09-15|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-09-16|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-09-17|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-09-18|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-09-19|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-09-20|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-09-21|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-09-22|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-09-23|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-09-24|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-09-25|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-09-26|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-09-27|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-09-28|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-09-29|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-09-30|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-10-01|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-10-02|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-10-03|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-10-04|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-10-05|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-10-06|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-10-07|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-10-08|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-10-09|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-10-10|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-10-11|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-10-12|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-10-13|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-10-14|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-10-15|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-10-16|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-10-17|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-10-18|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-10-19|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-10-20|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-10-21|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-10-22|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-10-23|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-10-24|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-10-25|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-10-26|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-10-27|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-10-28|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-10-29|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-10-30|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-10-31|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-11-01|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-11-02|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-11-03|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-11-04|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-11-05|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-11-06|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-11-07|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-11-08|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-11-09|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-11-10|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-11-11|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-11-12|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-11-13|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-11-14|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-11-15|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-11-16|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-11-17|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-11-18|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-11-19|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-11-20|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-11-21|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-11-22|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-11-23|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-11-24|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-11-25|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-11-26|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-11-27|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-11-28|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-11-29|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-11-30|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-12-01|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-12-02|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-12-03|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-12-04|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-12-05|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-12-06|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-12-07|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-12-08|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-12-09|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-12-10|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-12-11|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-12-12|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-12-13|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-12-14|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-12-15|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-12-16|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-12-17|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-12-18|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-12-19|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-12-20|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-12-21|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-12-22|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-12-23|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-12-24|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-12-25|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-12-26|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-12-27|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-12-28|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-12-29|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-12-30|573.0|0|943.0|0|923.0|0|361.0|0
0|2020-12-31|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-01-01|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-01-02|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-01-03|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-01-04|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-01-05|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-01-06|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-01-07|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-01-08|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-01-09|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-01-10|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-01-11|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-01-12|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-01-13|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-01-14|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-01-15|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-01-16|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-01-17|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-01-18|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-01-19|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-01-20|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-01-21|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-01-22|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-01-23|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-01-24|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-01-25|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-01-26|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-01-27|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-01-28|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-01-29|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-01-30|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-01-31|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-02-01|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-02-02|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-02-03|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-02-04|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-02-05|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-02-06|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-02-07|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-02-08|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-02-09|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-02-10|573.0|0|943.0|0|923.0|0|361.0|0
0|2021-02-11|573.0|0|943.0|0|923.0|0|361.0|0
