|dates|Seneca_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Seneca_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Seneca_NewYork_UnitedStates.Male_Total_Population.data|Seneca_NewYork_UnitedStates.Male_Total_Population.missing|Seneca_NewYork_UnitedStates.Female_Total_Population.data|Seneca_NewYork_UnitedStates.Female_Total_Population.missing|Seneca_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Seneca_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6591.0|0|18005.0|0|16295.0|0|6804.0|0
