|dates|Childress_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Childress_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Childress_Texas_UnitedStates.Male_Total_Population.data|Childress_Texas_UnitedStates.Male_Total_Population.missing|Childress_Texas_UnitedStates.Female_Total_Population.data|Childress_Texas_UnitedStates.Female_Total_Population.missing|Childress_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Childress_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1123.0|0|4434.0|0|2857.0|0|1443.0|0
