|dates|Greene_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Greene_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Greene_Mississippi_UnitedStates.Male_Total_Population.data|Greene_Mississippi_UnitedStates.Male_Total_Population.missing|Greene_Mississippi_UnitedStates.Female_Total_Population.data|Greene_Mississippi_UnitedStates.Female_Total_Population.missing|Greene_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Greene_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2020.0|0|7859.0|0|5727.0|0|2653.0|0
