|dates|Scott_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Scott_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Scott_Illinois_UnitedStates.Male_Total_Population.data|Scott_Illinois_UnitedStates.Male_Total_Population.missing|Scott_Illinois_UnitedStates.Female_Total_Population.data|Scott_Illinois_UnitedStates.Female_Total_Population.missing|Scott_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Scott_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|979.0|0|2434.0|0|2492.0|0|1063.0|0
