|dates|Page_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Page_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Page_Iowa_UnitedStates.Male_Total_Population.data|Page_Iowa_UnitedStates.Male_Total_Population.missing|Page_Iowa_UnitedStates.Female_Total_Population.data|Page_Iowa_UnitedStates.Female_Total_Population.missing|Page_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Page_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3404.0|0|8051.0|0|7198.0|0|2949.0|0
