|dates|Jasper_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jasper_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jasper_Georgia_UnitedStates.Male_Total_Population.data|Jasper_Georgia_UnitedStates.Male_Total_Population.missing|Jasper_Georgia_UnitedStates.Female_Total_Population.data|Jasper_Georgia_UnitedStates.Female_Total_Population.missing|Jasper_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Jasper_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2454.0|0|6866.0|0|7174.0|0|3340.0|0
