|dates|Lincoln_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lincoln_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lincoln_SouthDakota_UnitedStates.Male_Total_Population.data|Lincoln_SouthDakota_UnitedStates.Male_Total_Population.missing|Lincoln_SouthDakota_UnitedStates.Female_Total_Population.data|Lincoln_SouthDakota_UnitedStates.Female_Total_Population.missing|Lincoln_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Lincoln_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7568.0|0|29097.0|0|29710.0|0|16465.0|0
