|dates|Jennings_Indiana_UnitedStates.BLS_EmployedPopulation.data|Jennings_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Jennings_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Jennings_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Jennings_Indiana_UnitedStates.BLS_UnemploymentRate.data|Jennings_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Jennings_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Jennings_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|13098.0|0|519.5|0|3.8149440058747937|0|13617.5|0
0|2020-01-02|13098.0|0|519.5|0|3.8149440058747937|0|13617.5|0
0|2020-01-03|13098.0|0|519.5|0|3.8149440058747937|0|13617.5|0
0|2020-01-04|13098.0|0|519.5|0|3.8149440058747937|0|13617.5|0
0|2020-01-05|13098.0|0|519.5|0|3.8149440058747937|0|13617.5|0
0|2020-01-06|13098.0|0|519.5|0|3.8149440058747937|0|13617.5|0
0|2020-01-07|13098.0|0|519.5|0|3.8149440058747937|0|13617.5|0
0|2020-01-08|13098.0|0|519.5|0|3.8149440058747937|0|13617.5|0
0|2020-01-09|13098.0|0|519.5|0|3.8149440058747937|0|13617.5|0
0|2020-01-10|13098.0|0|519.5|0|3.8149440058747937|0|13617.5|0
0|2020-01-11|13098.0|0|519.5|0|3.8149440058747937|0|13617.5|0
0|2020-01-12|13098.0|0|519.5|0|3.8149440058747937|0|13617.5|0
0|2020-01-13|13098.0|0|519.5|0|3.8149440058747937|0|13617.5|0
0|2020-01-14|13098.0|0|519.5|0|3.8149440058747937|0|13617.5|0
0|2020-01-15|13098.0|0|519.5|0|3.8149440058747937|0|13617.5|0
0|2020-01-16|13098.0|0|519.5|0|3.8149440058747937|0|13617.5|0
0|2020-01-17|13098.0|0|519.5|0|3.8149440058747937|0|13617.5|0
0|2020-01-18|13098.0|0|519.5|0|3.8149440058747937|0|13617.5|0
0|2020-01-19|13098.0|0|519.5|0|3.8149440058747937|0|13617.5|0
0|2020-01-20|13098.0|0|519.5|0|3.8149440058747937|0|13617.5|0
0|2020-01-21|13098.0|0|519.5|0|3.8149440058747937|0|13617.5|0
0|2020-01-22|13098.0|0|519.5|0|3.8149440058747937|0|13617.5|0
