|dates|Kingsbury_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kingsbury_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kingsbury_SouthDakota_UnitedStates.Male_Total_Population.data|Kingsbury_SouthDakota_UnitedStates.Male_Total_Population.missing|Kingsbury_SouthDakota_UnitedStates.Female_Total_Population.data|Kingsbury_SouthDakota_UnitedStates.Female_Total_Population.missing|Kingsbury_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Kingsbury_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1139.0|0|2524.0|0|2395.0|0|1127.0|0
