|dates|Murray_Minnesota_UnitedStates.BLS_EmployedPopulation.data|Murray_Minnesota_UnitedStates.BLS_EmployedPopulation.missing|Murray_Minnesota_UnitedStates.BLS_UnemployedPopulation.data|Murray_Minnesota_UnitedStates.BLS_UnemployedPopulation.missing|Murray_Minnesota_UnitedStates.BLS_UnemploymentRate.data|Murray_Minnesota_UnitedStates.BLS_UnemploymentRate.missing|Murray_Minnesota_UnitedStates.BLS_LaborForcePopulation.data|Murray_Minnesota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|4303.0|0|325.0|0|7.022471910112359|0|4628.0|0
0|2020-01-02|4303.0|0|325.0|0|7.022471910112359|0|4628.0|0
0|2020-01-03|4303.0|0|325.0|0|7.022471910112359|0|4628.0|0
0|2020-01-04|4303.0|0|325.0|0|7.022471910112359|0|4628.0|0
0|2020-01-05|4303.0|0|325.0|0|7.022471910112359|0|4628.0|0
0|2020-01-06|4303.0|0|325.0|0|7.022471910112359|0|4628.0|0
0|2020-01-07|4303.0|0|325.0|0|7.022471910112359|0|4628.0|0
0|2020-01-08|4303.0|0|325.0|0|7.022471910112359|0|4628.0|0
0|2020-01-09|4303.0|0|325.0|0|7.022471910112359|0|4628.0|0
0|2020-01-10|4303.0|0|325.0|0|7.022471910112359|0|4628.0|0
0|2020-01-11|4303.0|0|325.0|0|7.022471910112359|0|4628.0|0
0|2020-01-12|4303.0|0|325.0|0|7.022471910112359|0|4628.0|0
0|2020-01-13|4303.0|0|325.0|0|7.022471910112359|0|4628.0|0
0|2020-01-14|4303.0|0|325.0|0|7.022471910112359|0|4628.0|0
0|2020-01-15|4303.0|0|325.0|0|7.022471910112359|0|4628.0|0
0|2020-01-16|4303.0|0|325.0|0|7.022471910112359|0|4628.0|0
0|2020-01-17|4303.0|0|325.0|0|7.022471910112359|0|4628.0|0
0|2020-01-18|4303.0|0|325.0|0|7.022471910112359|0|4628.0|0
0|2020-01-19|4303.0|0|325.0|0|7.022471910112359|0|4628.0|0
0|2020-01-20|4303.0|0|325.0|0|7.022471910112359|0|4628.0|0
0|2020-01-21|4303.0|0|325.0|0|7.022471910112359|0|4628.0|0
0|2020-01-22|4303.0|0|325.0|0|7.022471910112359|0|4628.0|0
0|2020-01-23|4303.0|0|325.0|0|7.022471910112359|0|4628.0|0
0|2020-01-24|4303.0|0|325.0|0|7.022471910112359|0|4628.0|0
0|2020-01-25|4303.0|0|325.0|0|7.022471910112359|0|4628.0|0
0|2020-01-26|4303.0|0|325.0|0|7.022471910112359|0|4628.0|0
0|2020-01-27|4303.0|0|325.0|0|7.022471910112359|0|4628.0|0
0|2020-01-28|4303.0|0|325.0|0|7.022471910112359|0|4628.0|0
0|2020-01-29|4303.0|0|325.0|0|7.022471910112359|0|4628.0|0
0|2020-01-30|4303.0|0|325.0|0|7.022471910112359|0|4628.0|0
0|2020-01-31|4303.0|0|325.0|0|7.022471910112359|0|4628.0|0
0|2020-02-01|4318.0|0|296.0|0|6.415257910706545|0|4614.0|0
0|2020-02-02|4318.0|0|296.0|0|6.415257910706545|0|4614.0|0
0|2020-02-03|4318.0|0|296.0|0|6.415257910706545|0|4614.0|0
0|2020-02-04|4318.0|0|296.0|0|6.415257910706545|0|4614.0|0
0|2020-02-05|4318.0|0|296.0|0|6.415257910706545|0|4614.0|0
0|2020-02-06|4318.0|0|296.0|0|6.415257910706545|0|4614.0|0
0|2020-02-07|4318.0|0|296.0|0|6.415257910706545|0|4614.0|0
0|2020-02-08|4318.0|0|296.0|0|6.415257910706545|0|4614.0|0
0|2020-02-09|4318.0|0|296.0|0|6.415257910706545|0|4614.0|0
0|2020-02-10|4318.0|0|296.0|0|6.415257910706545|0|4614.0|0
0|2020-02-11|4318.0|0|296.0|0|6.415257910706545|0|4614.0|0
0|2020-02-12|4318.0|0|296.0|0|6.415257910706545|0|4614.0|0
0|2020-02-13|4318.0|0|296.0|0|6.415257910706545|0|4614.0|0
0|2020-02-14|4318.0|0|296.0|0|6.415257910706545|0|4614.0|0
0|2020-02-15|4318.0|0|296.0|0|6.415257910706545|0|4614.0|0
0|2020-02-16|4318.0|0|296.0|0|6.415257910706545|0|4614.0|0
0|2020-02-17|4318.0|0|296.0|0|6.415257910706545|0|4614.0|0
0|2020-02-18|4318.0|0|296.0|0|6.415257910706545|0|4614.0|0
0|2020-02-19|4318.0|0|296.0|0|6.415257910706545|0|4614.0|0
0|2020-02-20|4318.0|0|296.0|0|6.415257910706545|0|4614.0|0
0|2020-02-21|4318.0|0|296.0|0|6.415257910706545|0|4614.0|0
0|2020-02-22|4318.0|0|296.0|0|6.415257910706545|0|4614.0|0
0|2020-02-23|4318.0|0|296.0|0|6.415257910706545|0|4614.0|0
0|2020-02-24|4318.0|0|296.0|0|6.415257910706545|0|4614.0|0
0|2020-02-25|4318.0|0|296.0|0|6.415257910706545|0|4614.0|0
0|2020-02-26|4318.0|0|296.0|0|6.415257910706545|0|4614.0|0
0|2020-02-27|4318.0|0|296.0|0|6.415257910706545|0|4614.0|0
0|2020-02-28|4318.0|0|296.0|0|6.415257910706545|0|4614.0|0
0|2020-02-29|4318.0|0|296.0|0|6.415257910706545|0|4614.0|0
0|2020-03-01|4313.5|0|293.0|0|6.360577444914794|0|4606.5|0
0|2020-03-02|4313.5|0|293.0|0|6.360577444914794|0|4606.5|0
0|2020-03-03|4313.5|0|293.0|0|6.360577444914794|0|4606.5|0
0|2020-03-04|4313.5|0|293.0|0|6.360577444914794|0|4606.5|0
0|2020-03-05|4313.5|0|293.0|0|6.360577444914794|0|4606.5|0
