|dates|Boulder_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Boulder_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Boulder_Colorado_UnitedStates.Male_Total_Population.data|Boulder_Colorado_UnitedStates.Male_Total_Population.missing|Boulder_Colorado_UnitedStates.Female_Total_Population.data|Boulder_Colorado_UnitedStates.Female_Total_Population.missing|Boulder_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Boulder_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|46486.0|0|164069.0|0|162009.0|0|61951.0|0
