|dates|DeSoto_Florida_UnitedStates.BLS_EmployedPopulation.data|DeSoto_Florida_UnitedStates.BLS_EmployedPopulation.missing|DeSoto_Florida_UnitedStates.BLS_UnemployedPopulation.data|DeSoto_Florida_UnitedStates.BLS_UnemployedPopulation.missing|DeSoto_Florida_UnitedStates.BLS_UnemploymentRate.data|DeSoto_Florida_UnitedStates.BLS_UnemploymentRate.missing|DeSoto_Florida_UnitedStates.BLS_LaborForcePopulation.data|DeSoto_Florida_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|14493.0|0|557.5|0|3.704195873891233|0|15050.5|0
0|2020-01-02|14493.0|0|557.5|0|3.704195873891233|0|15050.5|0
0|2020-01-03|14493.0|0|557.5|0|3.704195873891233|0|15050.5|0
0|2020-01-04|14493.0|0|557.5|0|3.704195873891233|0|15050.5|0
0|2020-01-05|14493.0|0|557.5|0|3.704195873891233|0|15050.5|0
0|2020-01-06|14493.0|0|557.5|0|3.704195873891233|0|15050.5|0
0|2020-01-07|14493.0|0|557.5|0|3.704195873891233|0|15050.5|0
0|2020-01-08|14493.0|0|557.5|0|3.704195873891233|0|15050.5|0
0|2020-01-09|14493.0|0|557.5|0|3.704195873891233|0|15050.5|0
0|2020-01-10|14493.0|0|557.5|0|3.704195873891233|0|15050.5|0
0|2020-01-11|14493.0|0|557.5|0|3.704195873891233|0|15050.5|0
0|2020-01-12|14493.0|0|557.5|0|3.704195873891233|0|15050.5|0
0|2020-01-13|14493.0|0|557.5|0|3.704195873891233|0|15050.5|0
0|2020-01-14|14493.0|0|557.5|0|3.704195873891233|0|15050.5|0
0|2020-01-15|14493.0|0|557.5|0|3.704195873891233|0|15050.5|0
0|2020-01-16|14493.0|0|557.5|0|3.704195873891233|0|15050.5|0
0|2020-01-17|14493.0|0|557.5|0|3.704195873891233|0|15050.5|0
0|2020-01-18|14493.0|0|557.5|0|3.704195873891233|0|15050.5|0
0|2020-01-19|14493.0|0|557.5|0|3.704195873891233|0|15050.5|0
0|2020-01-20|14493.0|0|557.5|0|3.704195873891233|0|15050.5|0
0|2020-01-21|14493.0|0|557.5|0|3.704195873891233|0|15050.5|0
0|2020-01-22|14493.0|0|557.5|0|3.704195873891233|0|15050.5|0
0|2020-01-23|14493.0|0|557.5|0|3.704195873891233|0|15050.5|0
0|2020-01-24|14493.0|0|557.5|0|3.704195873891233|0|15050.5|0
0|2020-01-25|14493.0|0|557.5|0|3.704195873891233|0|15050.5|0
0|2020-01-26|14493.0|0|557.5|0|3.704195873891233|0|15050.5|0
0|2020-01-27|14493.0|0|557.5|0|3.704195873891233|0|15050.5|0
0|2020-01-28|14493.0|0|557.5|0|3.704195873891233|0|15050.5|0
0|2020-01-29|14493.0|0|557.5|0|3.704195873891233|0|15050.5|0
0|2020-01-30|14493.0|0|557.5|0|3.704195873891233|0|15050.5|0
0|2020-01-31|14493.0|0|557.5|0|3.704195873891233|0|15050.5|0
0|2020-02-01|14573.0|0|516.0|0|3.4197097223142685|0|15089.0|0
0|2020-02-02|14573.0|0|516.0|0|3.4197097223142685|0|15089.0|0
0|2020-02-03|14573.0|0|516.0|0|3.4197097223142685|0|15089.0|0
0|2020-02-04|14573.0|0|516.0|0|3.4197097223142685|0|15089.0|0
0|2020-02-05|14573.0|0|516.0|0|3.4197097223142685|0|15089.0|0
0|2020-02-06|14573.0|0|516.0|0|3.4197097223142685|0|15089.0|0
0|2020-02-07|14573.0|0|516.0|0|3.4197097223142685|0|15089.0|0
0|2020-02-08|14573.0|0|516.0|0|3.4197097223142685|0|15089.0|0
0|2020-02-09|14573.0|0|516.0|0|3.4197097223142685|0|15089.0|0
0|2020-02-10|14573.0|0|516.0|0|3.4197097223142685|0|15089.0|0
0|2020-02-11|14573.0|0|516.0|0|3.4197097223142685|0|15089.0|0
0|2020-02-12|14573.0|0|516.0|0|3.4197097223142685|0|15089.0|0
0|2020-02-13|14573.0|0|516.0|0|3.4197097223142685|0|15089.0|0
0|2020-02-14|14573.0|0|516.0|0|3.4197097223142685|0|15089.0|0
0|2020-02-15|14573.0|0|516.0|0|3.4197097223142685|0|15089.0|0
0|2020-02-16|14573.0|0|516.0|0|3.4197097223142685|0|15089.0|0
0|2020-02-17|14573.0|0|516.0|0|3.4197097223142685|0|15089.0|0
0|2020-02-18|14573.0|0|516.0|0|3.4197097223142685|0|15089.0|0
