|dates|Putnam_Ohio_UnitedStates.BLS_EmployedPopulation.data|Putnam_Ohio_UnitedStates.BLS_EmployedPopulation.missing|Putnam_Ohio_UnitedStates.BLS_UnemployedPopulation.data|Putnam_Ohio_UnitedStates.BLS_UnemployedPopulation.missing|Putnam_Ohio_UnitedStates.BLS_UnemploymentRate.data|Putnam_Ohio_UnitedStates.BLS_UnemploymentRate.missing|Putnam_Ohio_UnitedStates.BLS_LaborForcePopulation.data|Putnam_Ohio_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|17856.0|0|803.5|0|4.306117527264932|0|18659.5|0
0|2020-01-02|17856.0|0|803.5|0|4.306117527264932|0|18659.5|0
0|2020-01-03|17856.0|0|803.5|0|4.306117527264932|0|18659.5|0
0|2020-01-04|17856.0|0|803.5|0|4.306117527264932|0|18659.5|0
0|2020-01-05|17856.0|0|803.5|0|4.306117527264932|0|18659.5|0
0|2020-01-06|17856.0|0|803.5|0|4.306117527264932|0|18659.5|0
0|2020-01-07|17856.0|0|803.5|0|4.306117527264932|0|18659.5|0
0|2020-01-08|17856.0|0|803.5|0|4.306117527264932|0|18659.5|0
0|2020-01-09|17856.0|0|803.5|0|4.306117527264932|0|18659.5|0
0|2020-01-10|17856.0|0|803.5|0|4.306117527264932|0|18659.5|0
0|2020-01-11|17856.0|0|803.5|0|4.306117527264932|0|18659.5|0
0|2020-01-12|17856.0|0|803.5|0|4.306117527264932|0|18659.5|0
0|2020-01-13|17856.0|0|803.5|0|4.306117527264932|0|18659.5|0
0|2020-01-14|17856.0|0|803.5|0|4.306117527264932|0|18659.5|0
0|2020-01-15|17856.0|0|803.5|0|4.306117527264932|0|18659.5|0
0|2020-01-16|17856.0|0|803.5|0|4.306117527264932|0|18659.5|0
0|2020-01-17|17856.0|0|803.5|0|4.306117527264932|0|18659.5|0
0|2020-01-18|17856.0|0|803.5|0|4.306117527264932|0|18659.5|0
0|2020-01-19|17856.0|0|803.5|0|4.306117527264932|0|18659.5|0
0|2020-01-20|17856.0|0|803.5|0|4.306117527264932|0|18659.5|0
0|2020-01-21|17856.0|0|803.5|0|4.306117527264932|0|18659.5|0
0|2020-01-22|17856.0|0|803.5|0|4.306117527264932|0|18659.5|0
0|2020-01-23|17856.0|0|803.5|0|4.306117527264932|0|18659.5|0
0|2020-01-24|17856.0|0|803.5|0|4.306117527264932|0|18659.5|0
0|2020-01-25|17856.0|0|803.5|0|4.306117527264932|0|18659.5|0
0|2020-01-26|17856.0|0|803.5|0|4.306117527264932|0|18659.5|0
0|2020-01-27|17856.0|0|803.5|0|4.306117527264932|0|18659.5|0
0|2020-01-28|17856.0|0|803.5|0|4.306117527264932|0|18659.5|0
0|2020-01-29|17856.0|0|803.5|0|4.306117527264932|0|18659.5|0
0|2020-01-30|17856.0|0|803.5|0|4.306117527264932|0|18659.5|0
0|2020-01-31|17856.0|0|803.5|0|4.306117527264932|0|18659.5|0
0|2020-02-01|18220.5|0|732.5|0|3.8648235107898485|0|18953.0|0
0|2020-02-02|18220.5|0|732.5|0|3.8648235107898485|0|18953.0|0
0|2020-02-03|18220.5|0|732.5|0|3.8648235107898485|0|18953.0|0
0|2020-02-04|18220.5|0|732.5|0|3.8648235107898485|0|18953.0|0
0|2020-02-05|18220.5|0|732.5|0|3.8648235107898485|0|18953.0|0
0|2020-02-06|18220.5|0|732.5|0|3.8648235107898485|0|18953.0|0
0|2020-02-07|18220.5|0|732.5|0|3.8648235107898485|0|18953.0|0
0|2020-02-08|18220.5|0|732.5|0|3.8648235107898485|0|18953.0|0
0|2020-02-09|18220.5|0|732.5|0|3.8648235107898485|0|18953.0|0
0|2020-02-10|18220.5|0|732.5|0|3.8648235107898485|0|18953.0|0
0|2020-02-11|18220.5|0|732.5|0|3.8648235107898485|0|18953.0|0
0|2020-02-12|18220.5|0|732.5|0|3.8648235107898485|0|18953.0|0
0|2020-02-13|18220.5|0|732.5|0|3.8648235107898485|0|18953.0|0
0|2020-02-14|18220.5|0|732.5|0|3.8648235107898485|0|18953.0|0
0|2020-02-15|18220.5|0|732.5|0|3.8648235107898485|0|18953.0|0
0|2020-02-16|18220.5|0|732.5|0|3.8648235107898485|0|18953.0|0
0|2020-02-17|18220.5|0|732.5|0|3.8648235107898485|0|18953.0|0
0|2020-02-18|18220.5|0|732.5|0|3.8648235107898485|0|18953.0|0
0|2020-02-19|18220.5|0|732.5|0|3.8648235107898485|0|18953.0|0
0|2020-02-20|18220.5|0|732.5|0|3.8648235107898485|0|18953.0|0
0|2020-02-21|18220.5|0|732.5|0|3.8648235107898485|0|18953.0|0
0|2020-02-22|18220.5|0|732.5|0|3.8648235107898485|0|18953.0|0
0|2020-02-23|18220.5|0|732.5|0|3.8648235107898485|0|18953.0|0
0|2020-02-24|18220.5|0|732.5|0|3.8648235107898485|0|18953.0|0
0|2020-02-25|18220.5|0|732.5|0|3.8648235107898485|0|18953.0|0
0|2020-02-26|18220.5|0|732.5|0|3.8648235107898485|0|18953.0|0
0|2020-02-27|18220.5|0|732.5|0|3.8648235107898485|0|18953.0|0
0|2020-02-28|18220.5|0|732.5|0|3.8648235107898485|0|18953.0|0
0|2020-02-29|18220.5|0|732.5|0|3.8648235107898485|0|18953.0|0
0|2020-03-01|18133.5|0|783.0|0|4.139243517564031|0|18916.5|0
0|2020-03-02|18133.5|0|783.0|0|4.139243517564031|0|18916.5|0
0|2020-03-03|18133.5|0|783.0|0|4.139243517564031|0|18916.5|0
0|2020-03-04|18133.5|0|783.0|0|4.139243517564031|0|18916.5|0
0|2020-03-05|18133.5|0|783.0|0|4.139243517564031|0|18916.5|0
0|2020-03-06|18133.5|0|783.0|0|4.139243517564031|0|18916.5|0
0|2020-03-07|18133.5|0|783.0|0|4.139243517564031|0|18916.5|0
0|2020-03-08|18133.5|0|783.0|0|4.139243517564031|0|18916.5|0
0|2020-03-09|18133.5|0|783.0|0|4.139243517564031|0|18916.5|0
0|2020-03-10|18133.5|0|783.0|0|4.139243517564031|0|18916.5|0
0|2020-03-11|18133.5|0|783.0|0|4.139243517564031|0|18916.5|0
0|2020-03-12|18133.5|0|783.0|0|4.139243517564031|0|18916.5|0
0|2020-03-13|18133.5|0|783.0|0|4.139243517564031|0|18916.5|0
0|2020-03-14|18133.5|0|783.0|0|4.139243517564031|0|18916.5|0
0|2020-03-15|18133.5|0|783.0|0|4.139243517564031|0|18916.5|0
0|2020-03-16|18133.5|0|783.0|0|4.139243517564031|0|18916.5|0
0|2020-03-17|18133.5|0|783.0|0|4.139243517564031|0|18916.5|0
0|2020-03-18|18133.5|0|783.0|0|4.139243517564031|0|18916.5|0
0|2020-03-19|18133.5|0|783.0|0|4.139243517564031|0|18916.5|0
0|2020-03-20|18133.5|0|783.0|0|4.139243517564031|0|18916.5|0
0|2020-03-21|18133.5|0|783.0|0|4.139243517564031|0|18916.5|0
0|2020-03-22|18133.5|0|783.0|0|4.139243517564031|0|18916.5|0
0|2020-03-23|18133.5|0|783.0|0|4.139243517564031|0|18916.5|0
0|2020-03-24|18133.5|0|783.0|0|4.139243517564031|0|18916.5|0
