|dates|Jefferson_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jefferson_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jefferson_Nebraska_UnitedStates.Male_Total_Population.data|Jefferson_Nebraska_UnitedStates.Male_Total_Population.missing|Jefferson_Nebraska_UnitedStates.Female_Total_Population.data|Jefferson_Nebraska_UnitedStates.Female_Total_Population.missing|Jefferson_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Jefferson_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1698.0|0|3511.0|0|3586.0|0|1564.0|0
