|dates|Wakulla_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wakulla_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wakulla_Florida_UnitedStates.Male_Total_Population.data|Wakulla_Florida_UnitedStates.Male_Total_Population.missing|Wakulla_Florida_UnitedStates.Female_Total_Population.data|Wakulla_Florida_UnitedStates.Female_Total_Population.missing|Wakulla_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Wakulla_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5086.0|0|17327.0|0|15134.0|0|6945.0|0
