|dates|Cass_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cass_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cass_Illinois_UnitedStates.Male_Total_Population.data|Cass_Illinois_UnitedStates.Male_Total_Population.missing|Cass_Illinois_UnitedStates.Female_Total_Population.data|Cass_Illinois_UnitedStates.Female_Total_Population.missing|Cass_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Cass_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2188.0|0|6192.0|0|6068.0|0|2918.0|0
