|dates|Wabash_Indiana_UnitedStates.BLS_EmployedPopulation.data|Wabash_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Wabash_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Wabash_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Wabash_Indiana_UnitedStates.BLS_UnemploymentRate.data|Wabash_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Wabash_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Wabash_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|14168.5|0|516.0|0|3.513909224011713|0|14684.5|0
0|2020-01-02|14168.5|0|516.0|0|3.513909224011713|0|14684.5|0
0|2020-01-03|14168.5|0|516.0|0|3.513909224011713|0|14684.5|0
0|2020-01-04|14168.5|0|516.0|0|3.513909224011713|0|14684.5|0
0|2020-01-05|14168.5|0|516.0|0|3.513909224011713|0|14684.5|0
0|2020-01-06|14168.5|0|516.0|0|3.513909224011713|0|14684.5|0
0|2020-01-07|14168.5|0|516.0|0|3.513909224011713|0|14684.5|0
0|2020-01-08|14168.5|0|516.0|0|3.513909224011713|0|14684.5|0
0|2020-01-09|14168.5|0|516.0|0|3.513909224011713|0|14684.5|0
0|2020-01-10|14168.5|0|516.0|0|3.513909224011713|0|14684.5|0
0|2020-01-11|14168.5|0|516.0|0|3.513909224011713|0|14684.5|0
0|2020-01-12|14168.5|0|516.0|0|3.513909224011713|0|14684.5|0
0|2020-01-13|14168.5|0|516.0|0|3.513909224011713|0|14684.5|0
0|2020-01-14|14168.5|0|516.0|0|3.513909224011713|0|14684.5|0
0|2020-01-15|14168.5|0|516.0|0|3.513909224011713|0|14684.5|0
0|2020-01-16|14168.5|0|516.0|0|3.513909224011713|0|14684.5|0
0|2020-01-17|14168.5|0|516.0|0|3.513909224011713|0|14684.5|0
0|2020-01-18|14168.5|0|516.0|0|3.513909224011713|0|14684.5|0
0|2020-01-19|14168.5|0|516.0|0|3.513909224011713|0|14684.5|0
0|2020-01-20|14168.5|0|516.0|0|3.513909224011713|0|14684.5|0
0|2020-01-21|14168.5|0|516.0|0|3.513909224011713|0|14684.5|0
0|2020-01-22|14168.5|0|516.0|0|3.513909224011713|0|14684.5|0
0|2020-01-23|14168.5|0|516.0|0|3.513909224011713|0|14684.5|0
0|2020-01-24|14168.5|0|516.0|0|3.513909224011713|0|14684.5|0
0|2020-01-25|14168.5|0|516.0|0|3.513909224011713|0|14684.5|0
0|2020-01-26|14168.5|0|516.0|0|3.513909224011713|0|14684.5|0
0|2020-01-27|14168.5|0|516.0|0|3.513909224011713|0|14684.5|0
0|2020-01-28|14168.5|0|516.0|0|3.513909224011713|0|14684.5|0
0|2020-01-29|14168.5|0|516.0|0|3.513909224011713|0|14684.5|0
0|2020-01-30|14168.5|0|516.0|0|3.513909224011713|0|14684.5|0
0|2020-01-31|14168.5|0|516.0|0|3.513909224011713|0|14684.5|0
0|2020-02-01|14386.0|0|488.0|0|3.280892833131639|0|14874.0|0
0|2020-02-02|14386.0|0|488.0|0|3.280892833131639|0|14874.0|0
0|2020-02-03|14386.0|0|488.0|0|3.280892833131639|0|14874.0|0
0|2020-02-04|14386.0|0|488.0|0|3.280892833131639|0|14874.0|0
0|2020-02-05|14386.0|0|488.0|0|3.280892833131639|0|14874.0|0
0|2020-02-06|14386.0|0|488.0|0|3.280892833131639|0|14874.0|0
0|2020-02-07|14386.0|0|488.0|0|3.280892833131639|0|14874.0|0
0|2020-02-08|14386.0|0|488.0|0|3.280892833131639|0|14874.0|0
0|2020-02-09|14386.0|0|488.0|0|3.280892833131639|0|14874.0|0
0|2020-02-10|14386.0|0|488.0|0|3.280892833131639|0|14874.0|0
0|2020-02-11|14386.0|0|488.0|0|3.280892833131639|0|14874.0|0
0|2020-02-12|14386.0|0|488.0|0|3.280892833131639|0|14874.0|0
0|2020-02-13|14386.0|0|488.0|0|3.280892833131639|0|14874.0|0
0|2020-02-14|14386.0|0|488.0|0|3.280892833131639|0|14874.0|0
0|2020-02-15|14386.0|0|488.0|0|3.280892833131639|0|14874.0|0
0|2020-02-16|14386.0|0|488.0|0|3.280892833131639|0|14874.0|0
0|2020-02-17|14386.0|0|488.0|0|3.280892833131639|0|14874.0|0
0|2020-02-18|14386.0|0|488.0|0|3.280892833131639|0|14874.0|0
0|2020-02-19|14386.0|0|488.0|0|3.280892833131639|0|14874.0|0
0|2020-02-20|14386.0|0|488.0|0|3.280892833131639|0|14874.0|0
0|2020-02-21|14386.0|0|488.0|0|3.280892833131639|0|14874.0|0
0|2020-02-22|14386.0|0|488.0|0|3.280892833131639|0|14874.0|0
0|2020-02-23|14386.0|0|488.0|0|3.280892833131639|0|14874.0|0
0|2020-02-24|14386.0|0|488.0|0|3.280892833131639|0|14874.0|0
0|2020-02-25|14386.0|0|488.0|0|3.280892833131639|0|14874.0|0
0|2020-02-26|14386.0|0|488.0|0|3.280892833131639|0|14874.0|0
0|2020-02-27|14386.0|0|488.0|0|3.280892833131639|0|14874.0|0
0|2020-02-28|14386.0|0|488.0|0|3.280892833131639|0|14874.0|0
0|2020-02-29|14386.0|0|488.0|0|3.280892833131639|0|14874.0|0
0|2020-03-01|14034.0|0|474.0|0|3.2671629445822994|0|14508.0|0
0|2020-03-02|14034.0|0|474.0|0|3.2671629445822994|0|14508.0|0
0|2020-03-03|14034.0|0|474.0|0|3.2671629445822994|0|14508.0|0
0|2020-03-04|14034.0|0|474.0|0|3.2671629445822994|0|14508.0|0
0|2020-03-05|14034.0|0|474.0|0|3.2671629445822994|0|14508.0|0
0|2020-03-06|14034.0|0|474.0|0|3.2671629445822994|0|14508.0|0
0|2020-03-07|14034.0|0|474.0|0|3.2671629445822994|0|14508.0|0
0|2020-03-08|14034.0|0|474.0|0|3.2671629445822994|0|14508.0|0
0|2020-03-09|14034.0|0|474.0|0|3.2671629445822994|0|14508.0|0
0|2020-03-10|14034.0|0|474.0|0|3.2671629445822994|0|14508.0|0
0|2020-03-11|14034.0|0|474.0|0|3.2671629445822994|0|14508.0|0
0|2020-03-12|14034.0|0|474.0|0|3.2671629445822994|0|14508.0|0
0|2020-03-13|14034.0|0|474.0|0|3.2671629445822994|0|14508.0|0
0|2020-03-14|14034.0|0|474.0|0|3.2671629445822994|0|14508.0|0
0|2020-03-15|14034.0|0|474.0|0|3.2671629445822994|0|14508.0|0
0|2020-03-16|14034.0|0|474.0|0|3.2671629445822994|0|14508.0|0
0|2020-03-17|14034.0|0|474.0|0|3.2671629445822994|0|14508.0|0
0|2020-03-18|14034.0|0|474.0|0|3.2671629445822994|0|14508.0|0
0|2020-03-19|14034.0|0|474.0|0|3.2671629445822994|0|14508.0|0
0|2020-03-20|14034.0|0|474.0|0|3.2671629445822994|0|14508.0|0
