|dates|Sumner_Kansas_UnitedStates.BLS_EmployedPopulation.data|Sumner_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Sumner_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Sumner_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Sumner_Kansas_UnitedStates.BLS_UnemploymentRate.data|Sumner_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Sumner_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Sumner_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|10555.0|0|363.5|0|3.3292118880798642|0|10918.5|0
0|2020-01-02|10555.0|0|363.5|0|3.3292118880798642|0|10918.5|0
0|2020-01-03|10555.0|0|363.5|0|3.3292118880798642|0|10918.5|0
0|2020-01-04|10555.0|0|363.5|0|3.3292118880798642|0|10918.5|0
0|2020-01-05|10555.0|0|363.5|0|3.3292118880798642|0|10918.5|0
0|2020-01-06|10555.0|0|363.5|0|3.3292118880798642|0|10918.5|0
0|2020-01-07|10555.0|0|363.5|0|3.3292118880798642|0|10918.5|0
0|2020-01-08|10555.0|0|363.5|0|3.3292118880798642|0|10918.5|0
0|2020-01-09|10555.0|0|363.5|0|3.3292118880798642|0|10918.5|0
0|2020-01-10|10555.0|0|363.5|0|3.3292118880798642|0|10918.5|0
0|2020-01-11|10555.0|0|363.5|0|3.3292118880798642|0|10918.5|0
0|2020-01-12|10555.0|0|363.5|0|3.3292118880798642|0|10918.5|0
0|2020-01-13|10555.0|0|363.5|0|3.3292118880798642|0|10918.5|0
0|2020-01-14|10555.0|0|363.5|0|3.3292118880798642|0|10918.5|0
0|2020-01-15|10555.0|0|363.5|0|3.3292118880798642|0|10918.5|0
0|2020-01-16|10555.0|0|363.5|0|3.3292118880798642|0|10918.5|0
0|2020-01-17|10555.0|0|363.5|0|3.3292118880798642|0|10918.5|0
0|2020-01-18|10555.0|0|363.5|0|3.3292118880798642|0|10918.5|0
0|2020-01-19|10555.0|0|363.5|0|3.3292118880798642|0|10918.5|0
0|2020-01-20|10555.0|0|363.5|0|3.3292118880798642|0|10918.5|0
0|2020-01-21|10555.0|0|363.5|0|3.3292118880798642|0|10918.5|0
0|2020-01-22|10555.0|0|363.5|0|3.3292118880798642|0|10918.5|0
0|2020-01-23|10555.0|0|363.5|0|3.3292118880798642|0|10918.5|0
0|2020-01-24|10555.0|0|363.5|0|3.3292118880798642|0|10918.5|0
0|2020-01-25|10555.0|0|363.5|0|3.3292118880798642|0|10918.5|0
0|2020-01-26|10555.0|0|363.5|0|3.3292118880798642|0|10918.5|0
0|2020-01-27|10555.0|0|363.5|0|3.3292118880798642|0|10918.5|0
0|2020-01-28|10555.0|0|363.5|0|3.3292118880798642|0|10918.5|0
0|2020-01-29|10555.0|0|363.5|0|3.3292118880798642|0|10918.5|0
0|2020-01-30|10555.0|0|363.5|0|3.3292118880798642|0|10918.5|0
0|2020-01-31|10555.0|0|363.5|0|3.3292118880798642|0|10918.5|0
0|2020-02-01|10644.0|0|396.0|0|3.5869565217391304|0|11040.0|0
0|2020-02-02|10644.0|0|396.0|0|3.5869565217391304|0|11040.0|0
0|2020-02-03|10644.0|0|396.0|0|3.5869565217391304|0|11040.0|0
0|2020-02-04|10644.0|0|396.0|0|3.5869565217391304|0|11040.0|0
0|2020-02-05|10644.0|0|396.0|0|3.5869565217391304|0|11040.0|0
0|2020-02-06|10644.0|0|396.0|0|3.5869565217391304|0|11040.0|0
0|2020-02-07|10644.0|0|396.0|0|3.5869565217391304|0|11040.0|0
0|2020-02-08|10644.0|0|396.0|0|3.5869565217391304|0|11040.0|0
0|2020-02-09|10644.0|0|396.0|0|3.5869565217391304|0|11040.0|0
0|2020-02-10|10644.0|0|396.0|0|3.5869565217391304|0|11040.0|0
0|2020-02-11|10644.0|0|396.0|0|3.5869565217391304|0|11040.0|0
0|2020-02-12|10644.0|0|396.0|0|3.5869565217391304|0|11040.0|0
0|2020-02-13|10644.0|0|396.0|0|3.5869565217391304|0|11040.0|0
0|2020-02-14|10644.0|0|396.0|0|3.5869565217391304|0|11040.0|0
0|2020-02-15|10644.0|0|396.0|0|3.5869565217391304|0|11040.0|0
0|2020-02-16|10644.0|0|396.0|0|3.5869565217391304|0|11040.0|0
0|2020-02-17|10644.0|0|396.0|0|3.5869565217391304|0|11040.0|0
0|2020-02-18|10644.0|0|396.0|0|3.5869565217391304|0|11040.0|0
0|2020-02-19|10644.0|0|396.0|0|3.5869565217391304|0|11040.0|0
0|2020-02-20|10644.0|0|396.0|0|3.5869565217391304|0|11040.0|0
0|2020-02-21|10644.0|0|396.0|0|3.5869565217391304|0|11040.0|0
0|2020-02-22|10644.0|0|396.0|0|3.5869565217391304|0|11040.0|0
0|2020-02-23|10644.0|0|396.0|0|3.5869565217391304|0|11040.0|0
0|2020-02-24|10644.0|0|396.0|0|3.5869565217391304|0|11040.0|0
0|2020-02-25|10644.0|0|396.0|0|3.5869565217391304|0|11040.0|0
0|2020-02-26|10644.0|0|396.0|0|3.5869565217391304|0|11040.0|0
0|2020-02-27|10644.0|0|396.0|0|3.5869565217391304|0|11040.0|0
0|2020-02-28|10644.0|0|396.0|0|3.5869565217391304|0|11040.0|0
0|2020-02-29|10644.0|0|396.0|0|3.5869565217391304|0|11040.0|0
0|2020-03-01|10565.0|0|392.0|0|3.5776216117550423|0|10957.0|0
0|2020-03-02|10565.0|0|392.0|0|3.5776216117550423|0|10957.0|0
0|2020-03-03|10565.0|0|392.0|0|3.5776216117550423|0|10957.0|0
0|2020-03-04|10565.0|0|392.0|0|3.5776216117550423|0|10957.0|0
0|2020-03-05|10565.0|0|392.0|0|3.5776216117550423|0|10957.0|0
0|2020-03-06|10565.0|0|392.0|0|3.5776216117550423|0|10957.0|0
0|2020-03-07|10565.0|0|392.0|0|3.5776216117550423|0|10957.0|0
0|2020-03-08|10565.0|0|392.0|0|3.5776216117550423|0|10957.0|0
0|2020-03-09|10565.0|0|392.0|0|3.5776216117550423|0|10957.0|0
0|2020-03-10|10565.0|0|392.0|0|3.5776216117550423|0|10957.0|0
0|2020-03-11|10565.0|0|392.0|0|3.5776216117550423|0|10957.0|0
0|2020-03-12|10565.0|0|392.0|0|3.5776216117550423|0|10957.0|0
0|2020-03-13|10565.0|0|392.0|0|3.5776216117550423|0|10957.0|0
0|2020-03-14|10565.0|0|392.0|0|3.5776216117550423|0|10957.0|0
