|dates|Hays_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hays_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hays_Texas_UnitedStates.Male_Total_Population.data|Hays_Texas_UnitedStates.Male_Total_Population.missing|Hays_Texas_UnitedStates.Female_Total_Population.data|Hays_Texas_UnitedStates.Female_Total_Population.missing|Hays_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Hays_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|24464.0|0|110756.0|0|111875.0|0|51181.0|0
