|dates|Delta_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Delta_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Delta_Colorado_UnitedStates.Male_Total_Population.data|Delta_Colorado_UnitedStates.Male_Total_Population.missing|Delta_Colorado_UnitedStates.Female_Total_Population.data|Delta_Colorado_UnitedStates.Female_Total_Population.missing|Delta_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Delta_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8024.0|0|15501.0|0|15452.0|0|6197.0|0
