|dates|Worcester_Maryland_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Worcester_Maryland_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Worcester_Maryland_UnitedStates.Male_Total_Population.data|Worcester_Maryland_UnitedStates.Male_Total_Population.missing|Worcester_Maryland_UnitedStates.Female_Total_Population.data|Worcester_Maryland_UnitedStates.Female_Total_Population.missing|Worcester_Maryland_UnitedStates.MaleAndFemale_Under18_Population.data|Worcester_Maryland_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14421.0|0|25127.0|0|26696.0|0|8903.0|0
