|dates|Cherokee_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cherokee_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cherokee_Kansas_UnitedStates.Male_Total_Population.data|Cherokee_Kansas_UnitedStates.Male_Total_Population.missing|Cherokee_Kansas_UnitedStates.Female_Total_Population.data|Cherokee_Kansas_UnitedStates.Female_Total_Population.missing|Cherokee_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Cherokee_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3863.0|0|9844.0|0|10171.0|0|4610.0|0
