|dates|WhitePine_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.data|WhitePine_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|WhitePine_Nevada_UnitedStates.Male_Total_Population.data|WhitePine_Nevada_UnitedStates.Male_Total_Population.missing|WhitePine_Nevada_UnitedStates.Female_Total_Population.data|WhitePine_Nevada_UnitedStates.Female_Total_Population.missing|WhitePine_Nevada_UnitedStates.MaleAndFemale_Under18_Population.data|WhitePine_Nevada_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1702.0|0|5503.0|0|3972.0|0|1884.0|0
