|dates|Piscataquis_Maine_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Piscataquis_Maine_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Piscataquis_Maine_UnitedStates.Male_Total_Population.data|Piscataquis_Maine_UnitedStates.Male_Total_Population.missing|Piscataquis_Maine_UnitedStates.Female_Total_Population.data|Piscataquis_Maine_UnitedStates.Female_Total_Population.missing|Piscataquis_Maine_UnitedStates.MaleAndFemale_Under18_Population.data|Piscataquis_Maine_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4489.0|0|8378.0|0|8422.0|0|2828.0|0
