|dates|Todd_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Todd_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Todd_Minnesota_UnitedStates.Male_Total_Population.data|Todd_Minnesota_UnitedStates.Male_Total_Population.missing|Todd_Minnesota_UnitedStates.Female_Total_Population.data|Todd_Minnesota_UnitedStates.Female_Total_Population.missing|Todd_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Todd_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5294.0|0|12672.0|0|11910.0|0|5852.0|0
