|dates|Cheboygan_Michigan_UnitedStates.JHU_ConfirmedCases.data|Cheboygan_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Cheboygan_Michigan_UnitedStates.NYT_ConfirmedCases.data|Cheboygan_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Cheboygan_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Cheboygan_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Cheboygan_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Cheboygan_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|2059.0|0|0.0|100|52.0|0|0.0|100
