|dates|SantaFe_NewMexico_UnitedStates.AverageDailyTemperature.data|SantaFe_NewMexico_UnitedStates.AverageDailyTemperature.missing|SantaFe_NewMexico_UnitedStates.AverageDewPoint.data|SantaFe_NewMexico_UnitedStates.AverageDewPoint.missing|SantaFe_NewMexico_UnitedStates.AverageRelativeHumidity.data|SantaFe_NewMexico_UnitedStates.AverageRelativeHumidity.missing|SantaFe_NewMexico_UnitedStates.AverageSurfaceAirPressure.data|SantaFe_NewMexico_UnitedStates.AverageSurfaceAirPressure.missing
0|2020-01-01|26.875|0|12.625|0|57.666666666666664|0|23.604583333333334|0
0|2020-01-02|23.763888888888886|0|19.501388888888886|0|83.86458333333333|0|23.534062500000005|0
0|2020-01-03|24.333333333333332|0|14.166666666666666|0|68.54166666666667|0|23.872916666666665|0
0|2020-01-04|29.583333333333332|0|16.791666666666668|0|61.375|0|24.014583333333334|0
0|2020-01-05|36.333333333333336|0|18.625|0|51.291666666666664|0|23.9725|0
0|2020-01-06|31.291666666666668|0|13.041666666666666|0|50.708333333333336|0|23.992916666666673|0
0|2020-01-07|29.791666666666668|0|12.541666666666666|0|51.708333333333336|0|23.99625|0
0|2020-01-08|31.291666666666668|0|11.958333333333334|0|48.166666666666664|0|23.713333333333335|0
0|2020-01-09|32.75|0|14.875|0|50.041666666666664|0|23.63666666666667|0
0|2020-01-10|28.895833333333332|0|18.166666666666668|0|67.91666666666667|0|23.670416666666657|0
0|2020-01-11|26.458333333333332|0|8.541666666666666|0|50.833333333333336|0|23.729583333333334|0
0|2020-01-12|29.291666666666668|0|12.083333333333334|0|51.416666666666664|0|23.727499999999996|0
0|2020-01-13|33.208333333333336|0|11.75|0|45.5|0|23.772916666666664|0
0|2020-01-14|35.875|0|11.416666666666666|0|41.083333333333336|0|23.803749999999994|0
0|2020-01-15|38.25|0|9.208333333333334|0|35.291666666666664|0|23.864166666666673|0
0|2020-01-16|29.416666666666668|0|20.100694444444443|0|72.87499999999999|0|23.948159722222226|0
0|2020-01-17|31.503472222222218|0|26.159722222222218|0|82.20833333333333|0|23.79975694444445|0
0|2020-01-18|25.291666666666668|0|10.916666666666666|0|56.083333333333336|0|23.98875|0
0|2020-01-19|28.625|0|16.208333333333332|0|61.166666666666664|0|24.03458333333334|0
0|2020-01-20|29.75|0|19.416666666666668|0|66.41666666666667|0|24.034583333333334|0
0|2020-01-21|33.673611111111114|0|28.361111111111114|0|81.75|0|23.807430555555566|0
0|2020-01-22|35.729166666666664|0|28.368055555555557|0|76.61805555555556|0|23.733541666666657|0
0|2020-01-23|33.666666666666664|0|25.0|0|71.79166666666667|0|23.826250000000005|0
0|2020-01-24|33.666666666666664|0|23.708333333333332|0|68.79166666666667|0|23.79708333333333|0
0|2020-01-25|37.083333333333336|0|25.208333333333332|0|64.625|0|23.80125|0
0|2020-01-26|37.291666666666664|0|25.083333333333332|0|62.958333333333336|0|23.822500000000005|0
0|2020-01-27|35.166666666666664|0|27.4375|0|74.08333333333333|0|23.70583333333333|0
0|2020-01-28|33.458333333333336|0|17.0|0|54.0|0|23.803749999999997|0
0|2020-01-29|32.541666666666664|0|18.833333333333332|0|59.375|0|23.735000000000003|0
0|2020-01-30|33.708333333333336|0|19.916666666666668|0|59.375|0|23.735833333333332|0
0|2020-01-31|33.0|0|15.083333333333334|0|51.125|0|23.91541666666667|0
0|2020-02-01|38.041666666666664|0|18.9375|0|48.1875|0|23.99979166666667|0
0|2020-02-02|40.625|0|20.666666666666668|0|48.083333333333336|0|23.77791666666667|0
0|2020-02-03|41.833333333333336|0|19.833333333333332|0|43.458333333333336|0|23.452916666666667|0
0|2020-02-04|22.072222222222223|0|18.126388888888886|0|85.13194444444444|0|23.576597222222215|0
0|2020-02-05|13.979166666666666|0|5.125|0|69.79166666666667|0|23.58270833333334|0
0|2020-02-06|26.291666666666668|0|11.458333333333334|0|54.583333333333336|0|23.552083333333332|0
0|2020-02-07|40.375|0|23.5|0|53.666666666666664|0|23.65875|0
0|2020-02-08|42.208333333333336|0|22.041666666666668|0|48.25|0|23.701666666666668|0
0|2020-02-09|41.375|0|19.5|0|44.770833333333336|0|23.691458333333333|0
0|2020-02-10|37.43194444444445|0|29.976388888888888|0|75.30277777777778|0|23.709125|0
0|2020-02-11|26.266666666666662|0|22.412500000000005|0|85.38958333333333|0|23.739381944444446|0
0|2020-02-12|27.770833333333332|0|21.3125|0|77.72916666666667|0|23.66458333333334|0
0|2020-02-13|30.416666666666668|0|19.375|0|66.375|0|23.790833333333335|0
0|2020-02-14|35.333333333333336|0|21.333333333333332|0|58.916666666666664|0|23.82291666666666|0
0|2020-02-15|39.041666666666664|0|22.5|0|55.5|0|23.80291666666666|0
0|2020-02-16|42.625|0|23.291666666666668|0|49.708333333333336|0|23.752916666666668|0
0|2020-02-17|45.833333333333336|0|26.541666666666668|0|49.791666666666664|0|23.66916666666667|0
0|2020-02-18|38.263888888888886|0|26.965277777777782|0|66.2638888888889|0|23.82375|0
0|2020-02-19|37.770833333333336|0|28.291666666666668|0|70.10416666666667|0|23.840833333333336|0
0|2020-02-20|31.840277777777775|0|23.23611111111111|0|71.35416666666667|0|24.053194444444443|0
0|2020-02-21|33.833333333333336|0|24.555555555555557|0|69.79166666666667|0|24.02680555555555|0
0|2020-02-22|39.90625|0|33.96875|0|80.32291666666667|0|23.84965277777778|0
0|2020-02-23|37.30625|0|32.96944444444444|0|85.03541666666666|0|23.69949305555556|0
0|2020-02-24|37.208333333333336|0|17.958333333333332|0|51.5|0|23.712916666666672|0
0|2020-02-25|28.25|0|5.125|0|41.875|0|23.848333333333333|0
0|2020-02-26|25.875|0|8.583333333333334|0|53.25|0|24.003749999999997|0
0|2020-02-27|37.041666666666664|0|11.5|0|37.791666666666664|0|23.954583333333332|0
0|2020-02-28|40.583333333333336|0|13.833333333333334|0|38.291666666666664|0|23.997916666666672|0
0|2020-02-29|42.208333333333336|0|13.333333333333334|0|36.958333333333336|0|23.77625|0
0|2020-03-01|42.395833333333336|0|20.166666666666668|0|43.416666666666664|0|23.659374999999997|0
0|2020-03-02|39.875|0|16.291666666666668|0|44.375|0|23.653750000000002|0
0|2020-03-03|40.25|0|15.125|0|39.583333333333336|0|23.662500000000005|0
0|2020-03-04|43.416666666666664|0|12.666666666666666|0|35.166666666666664|0|23.83875|0
0|2020-03-05|45.666666666666664|0|14.708333333333334|0|31.708333333333332|0|24.02541666666666|0
0|2020-03-06|46.666666666666664|0|22.666666666666668|0|42.541666666666664|0|24.026250000000005|0
0|2020-03-07|47.5|0|26.5|0|49.166666666666664|0|23.84333333333333|0
0|2020-03-08|46.416666666666664|0|33.0625|0|61.6875|0|23.740833333333327|0
0|2020-03-09|44.575694444444444|0|27.070833333333336|0|58.74444444444445|0|23.863472222222228|0
0|2020-03-10|46.541666666666664|0|29.541666666666668|0|53.875|0|23.948333333333338|0
0|2020-03-11|51.166666666666664|0|37.458333333333336|0|61.333333333333336|0|23.86208333333333|0
0|2020-03-12|51.0|0|38.375|0|65.83333333333333|0|23.736666666666668|0
0|2020-03-13|44.708333333333336|0|39.19097222222222|0|81.38888888888889|0|23.687083333333334|0
0|2020-03-14|43.916666666666664|0|30.104166666666668|0|60.979166666666664|0|23.852500000000003|0
0|2020-03-15|48.291666666666664|0|34.125|0|60.625|0|23.886666666666667|0
0|2020-03-16|48.25|0|26.833333333333332|0|53.083333333333336|0|23.82708333333333|0
0|2020-03-17|49.583333333333336|0|25.833333333333332|0|42.375|0|23.744375|0
0|2020-03-18|43.65972222222223|0|32.54861111111111|0|67.55555555555556|0|23.67194444444444|0
0|2020-03-19|39.625|0|28.020833333333332|0|64.83333333333333|0|23.69458333333333|0
0|2020-03-20|37.5|0|27.645833333333332|0|69.88888888888889|0|23.93416666666667|0
0|2020-03-21|41.59722222222222|0|32.458333333333336|0|72.02777777777779|0|23.857638888888882|0
0|2020-03-22|43.541666666666664|0|26.833333333333332|0|57.375|0|23.823750000000008|0
0|2020-03-23|49.333333333333336|0|23.208333333333332|0|40.583333333333336|0|23.762916666666666|0
0|2020-03-24|46.458333333333336|0|23.958333333333332|0|46.166666666666664|0|23.79958333333333|0
0|2020-03-25|50.458333333333336|0|18.916666666666668|0|32.875|0|23.72916666666667|0
0|2020-03-26|55.333333333333336|0|29.958333333333332|0|38.5|0|23.639999999999997|0
0|2020-03-27|45.75|0|25.666666666666668|0|46.833333333333336|0|23.546666666666667|0
0|2020-03-28|38.875|0|12.791666666666666|0|39.208333333333336|0|23.722916666666666|0
0|2020-03-29|44.25|0|12.958333333333334|0|31.5|0|23.790000000000006|0
0|2020-03-30|46.416666666666664|0|16.770833333333332|0|32.020833333333336|0|23.785416666666663|0
0|2020-03-31|49.208333333333336|0|18.583333333333332|0|34.083333333333336|0|23.829583333333336|0
0|2020-04-01|55.416666666666664|0|18.708333333333332|0|25.5625|0|23.639999999999997|0
0|2020-04-02|55.333333333333336|0|17.458333333333332|0|25.375|0|23.62875|0
0|2020-04-03|48.041666666666664|0|21.416666666666668|0|37.104166666666664|0|23.71291666666667|0
0|2020-04-04|48.729166666666664|0|24.5625|0|43.270833333333336|0|23.699375|0
