|dates|Desha_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Desha_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Desha_Arkansas_UnitedStates.Male_Total_Population.data|Desha_Arkansas_UnitedStates.Male_Total_Population.missing|Desha_Arkansas_UnitedStates.Female_Total_Population.data|Desha_Arkansas_UnitedStates.Female_Total_Population.missing|Desha_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Desha_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2188.0|0|5437.0|0|6075.0|0|2950.0|0
