|dates|Waseca_Minnesota_UnitedStates.BLS_EmployedPopulation.data|Waseca_Minnesota_UnitedStates.BLS_EmployedPopulation.missing|Waseca_Minnesota_UnitedStates.BLS_UnemployedPopulation.data|Waseca_Minnesota_UnitedStates.BLS_UnemployedPopulation.missing|Waseca_Minnesota_UnitedStates.BLS_UnemploymentRate.data|Waseca_Minnesota_UnitedStates.BLS_UnemploymentRate.missing|Waseca_Minnesota_UnitedStates.BLS_LaborForcePopulation.data|Waseca_Minnesota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-22|8382.0|0|512.5|0|5.76198774523582|0|8894.5|0
0|2020-01-23|8382.0|0|512.5|0|5.76198774523582|0|8894.5|0
0|2020-01-24|8382.0|0|512.5|0|5.76198774523582|0|8894.5|0
0|2020-01-25|8382.0|0|512.5|0|5.76198774523582|0|8894.5|0
0|2020-01-26|8382.0|0|512.5|0|5.76198774523582|0|8894.5|0
0|2020-01-27|8382.0|0|512.5|0|5.76198774523582|0|8894.5|0
0|2020-01-28|8382.0|0|512.5|0|5.76198774523582|0|8894.5|0
0|2020-01-29|8382.0|0|512.5|0|5.76198774523582|0|8894.5|0
0|2020-01-30|8382.0|0|512.5|0|5.76198774523582|0|8894.5|0
0|2020-01-31|8382.0|0|512.5|0|5.76198774523582|0|8894.5|0
0|2020-02-01|8422.5|0|452.0|0|5.093244689841681|0|8874.5|0
0|2020-02-02|8422.5|0|452.0|0|5.093244689841681|0|8874.5|0
0|2020-02-03|8422.5|0|452.0|0|5.093244689841681|0|8874.5|0
0|2020-02-04|8422.5|0|452.0|0|5.093244689841681|0|8874.5|0
0|2020-02-05|8422.5|0|452.0|0|5.093244689841681|0|8874.5|0
0|2020-02-06|8422.5|0|452.0|0|5.093244689841681|0|8874.5|0
0|2020-02-07|8422.5|0|452.0|0|5.093244689841681|0|8874.5|0
0|2020-02-08|8422.5|0|452.0|0|5.093244689841681|0|8874.5|0
0|2020-02-09|8422.5|0|452.0|0|5.093244689841681|0|8874.5|0
0|2020-02-10|8422.5|0|452.0|0|5.093244689841681|0|8874.5|0
0|2020-02-11|8422.5|0|452.0|0|5.093244689841681|0|8874.5|0
0|2020-02-12|8422.5|0|452.0|0|5.093244689841681|0|8874.5|0
0|2020-02-13|8422.5|0|452.0|0|5.093244689841681|0|8874.5|0
0|2020-02-14|8422.5|0|452.0|0|5.093244689841681|0|8874.5|0
0|2020-02-15|8422.5|0|452.0|0|5.093244689841681|0|8874.5|0
0|2020-02-16|8422.5|0|452.0|0|5.093244689841681|0|8874.5|0
0|2020-02-17|8422.5|0|452.0|0|5.093244689841681|0|8874.5|0
0|2020-02-18|8422.5|0|452.0|0|5.093244689841681|0|8874.5|0
0|2020-02-19|8422.5|0|452.0|0|5.093244689841681|0|8874.5|0
0|2020-02-20|8422.5|0|452.0|0|5.093244689841681|0|8874.5|0
0|2020-02-21|8422.5|0|452.0|0|5.093244689841681|0|8874.5|0
0|2020-02-22|8422.5|0|452.0|0|5.093244689841681|0|8874.5|0
0|2020-02-23|8422.5|0|452.0|0|5.093244689841681|0|8874.5|0
0|2020-02-24|8422.5|0|452.0|0|5.093244689841681|0|8874.5|0
0|2020-02-25|8422.5|0|452.0|0|5.093244689841681|0|8874.5|0
0|2020-02-26|8422.5|0|452.0|0|5.093244689841681|0|8874.5|0
0|2020-02-27|8422.5|0|452.0|0|5.093244689841681|0|8874.5|0
0|2020-02-28|8422.5|0|452.0|0|5.093244689841681|0|8874.5|0
0|2020-02-29|8422.5|0|452.0|0|5.093244689841681|0|8874.5|0
0|2020-03-01|8359.0|0|488.5|0|5.521333710087595|0|8847.5|0
0|2020-03-02|8359.0|0|488.5|0|5.521333710087595|0|8847.5|0
0|2020-03-03|8359.0|0|488.5|0|5.521333710087595|0|8847.5|0
0|2020-03-04|8359.0|0|488.5|0|5.521333710087595|0|8847.5|0
0|2020-03-05|8359.0|0|488.5|0|5.521333710087595|0|8847.5|0
0|2020-03-06|8359.0|0|488.5|0|5.521333710087595|0|8847.5|0
0|2020-03-07|8359.0|0|488.5|0|5.521333710087595|0|8847.5|0
0|2020-03-08|8359.0|0|488.5|0|5.521333710087595|0|8847.5|0
0|2020-03-09|8359.0|0|488.5|0|5.521333710087595|0|8847.5|0
0|2020-03-10|8359.0|0|488.5|0|5.521333710087595|0|8847.5|0
0|2020-03-11|8359.0|0|488.5|0|5.521333710087595|0|8847.5|0
0|2020-03-12|8359.0|0|488.5|0|5.521333710087595|0|8847.5|0
0|2020-03-13|8359.0|0|488.5|0|5.521333710087595|0|8847.5|0
0|2020-03-14|8359.0|0|488.5|0|5.521333710087595|0|8847.5|0
0|2020-03-15|8359.0|0|488.5|0|5.521333710087595|0|8847.5|0
0|2020-03-16|8359.0|0|488.5|0|5.521333710087595|0|8847.5|0
0|2020-03-17|8359.0|0|488.5|0|5.521333710087595|0|8847.5|0
0|2020-03-18|8359.0|0|488.5|0|5.521333710087595|0|8847.5|0
0|2020-03-19|8359.0|0|488.5|0|5.521333710087595|0|8847.5|0
0|2020-03-20|8359.0|0|488.5|0|5.521333710087595|0|8847.5|0
0|2020-03-21|8359.0|0|488.5|0|5.521333710087595|0|8847.5|0
0|2020-03-22|8359.0|0|488.5|0|5.521333710087595|0|8847.5|0
0|2020-03-23|8359.0|0|488.5|0|5.521333710087595|0|8847.5|0
0|2020-03-24|8359.0|0|488.5|0|5.521333710087595|0|8847.5|0
0|2020-03-25|8359.0|0|488.5|0|5.521333710087595|0|8847.5|0
0|2020-03-26|8359.0|0|488.5|0|5.521333710087595|0|8847.5|0
0|2020-03-27|8359.0|0|488.5|0|5.521333710087595|0|8847.5|0
0|2020-03-28|8359.0|0|488.5|0|5.521333710087595|0|8847.5|0
0|2020-03-29|8359.0|0|488.5|0|5.521333710087595|0|8847.5|0
0|2020-03-30|8359.0|0|488.5|0|5.521333710087595|0|8847.5|0
0|2020-03-31|8359.0|0|488.5|0|5.521333710087595|0|8847.5|0
0|2020-04-01|8171.5|0|731.0|0|8.211176635776468|0|8902.5|0
0|2020-04-02|8171.5|0|731.0|0|8.211176635776468|0|8902.5|0
0|2020-04-03|8171.5|0|731.0|0|8.211176635776468|0|8902.5|0
0|2020-04-04|8171.5|0|731.0|0|8.211176635776468|0|8902.5|0
0|2020-04-05|8171.5|0|731.0|0|8.211176635776468|0|8902.5|0
0|2020-04-06|8171.5|0|731.0|0|8.211176635776468|0|8902.5|0
0|2020-04-07|8171.5|0|731.0|0|8.211176635776468|0|8902.5|0
0|2020-04-08|8171.5|0|731.0|0|8.211176635776468|0|8902.5|0
0|2020-04-09|8171.5|0|731.0|0|8.211176635776468|0|8902.5|0
0|2020-04-10|8171.5|0|731.0|0|8.211176635776468|0|8902.5|0
0|2020-04-11|8171.5|0|731.0|0|8.211176635776468|0|8902.5|0
0|2020-04-12|8171.5|0|731.0|0|8.211176635776468|0|8902.5|0
0|2020-04-13|8171.5|0|731.0|0|8.211176635776468|0|8902.5|0
0|2020-04-14|8171.5|0|731.0|0|8.211176635776468|0|8902.5|0
0|2020-04-15|8171.5|0|731.0|0|8.211176635776468|0|8902.5|0
0|2020-04-16|8171.5|0|731.0|0|8.211176635776468|0|8902.5|0
0|2020-04-17|8171.5|0|731.0|0|8.211176635776468|0|8902.5|0
0|2020-04-18|8171.5|0|731.0|0|8.211176635776468|0|8902.5|0
0|2020-04-19|8171.5|0|731.0|0|8.211176635776468|0|8902.5|0
0|2020-04-20|8171.5|0|731.0|0|8.211176635776468|0|8902.5|0
0|2020-04-21|8171.5|0|731.0|0|8.211176635776468|0|8902.5|0
0|2020-04-22|8171.5|0|731.0|0|8.211176635776468|0|8902.5|0
0|2020-04-23|8171.5|0|731.0|0|8.211176635776468|0|8902.5|0
0|2020-04-24|8171.5|0|731.0|0|8.211176635776468|0|8902.5|0
0|2020-04-25|8171.5|0|731.0|0|8.211176635776468|0|8902.5|0
0|2020-04-26|8171.5|0|731.0|0|8.211176635776468|0|8902.5|0
0|2020-04-27|8171.5|0|731.0|0|8.211176635776468|0|8902.5|0
0|2020-04-28|8171.5|0|731.0|0|8.211176635776468|0|8902.5|0
0|2020-04-29|8171.5|0|731.0|0|8.211176635776468|0|8902.5|0
0|2020-04-30|8171.5|0|731.0|0|8.211176635776468|0|8902.5|0
0|2020-05-01|8229.0|0|905.0|0|9.908035909787607|0|9134.0|0
0|2020-05-02|8229.0|0|905.0|0|9.908035909787607|0|9134.0|0
0|2020-05-03|8229.0|0|905.0|0|9.908035909787607|0|9134.0|0
0|2020-05-04|8229.0|0|905.0|0|9.908035909787607|0|9134.0|0
0|2020-05-05|8229.0|0|905.0|0|9.908035909787607|0|9134.0|0
0|2020-05-06|8229.0|0|905.0|0|9.908035909787607|0|9134.0|0
0|2020-05-07|8229.0|0|905.0|0|9.908035909787607|0|9134.0|0
0|2020-05-08|8229.0|0|905.0|0|9.908035909787607|0|9134.0|0
0|2020-05-09|8229.0|0|905.0|0|9.908035909787607|0|9134.0|0
0|2020-05-10|8229.0|0|905.0|0|9.908035909787607|0|9134.0|0
0|2020-05-11|8229.0|0|905.0|0|9.908035909787607|0|9134.0|0
0|2020-05-12|8229.0|0|905.0|0|9.908035909787607|0|9134.0|0
0|2020-05-13|8229.0|0|905.0|0|9.908035909787607|0|9134.0|0
0|2020-05-14|8229.0|0|905.0|0|9.908035909787607|0|9134.0|0
0|2020-05-15|8229.0|0|905.0|0|9.908035909787607|0|9134.0|0
0|2020-05-16|8229.0|0|905.0|0|9.908035909787607|0|9134.0|0
0|2020-05-17|8229.0|0|905.0|0|9.908035909787607|0|9134.0|0
0|2020-05-18|8229.0|0|905.0|0|9.908035909787607|0|9134.0|0
0|2020-05-19|8229.0|0|905.0|0|9.908035909787607|0|9134.0|0
0|2020-05-20|8229.0|0|905.0|0|9.908035909787607|0|9134.0|0
0|2020-05-21|8229.0|0|905.0|0|9.908035909787607|0|9134.0|0
0|2020-05-22|8229.0|0|905.0|0|9.908035909787607|0|9134.0|0
0|2020-05-23|8229.0|0|905.0|0|9.908035909787607|0|9134.0|0
0|2020-05-24|8229.0|0|905.0|0|9.908035909787607|0|9134.0|0
0|2020-05-25|8229.0|0|905.0|0|9.908035909787607|0|9134.0|0
0|2020-05-26|8229.0|0|905.0|0|9.908035909787607|0|9134.0|0
0|2020-05-27|8229.0|0|905.0|0|9.908035909787607|0|9134.0|0
0|2020-05-28|8229.0|0|905.0|0|9.908035909787607|0|9134.0|0
0|2020-05-29|8229.0|0|905.0|0|9.908035909787607|0|9134.0|0
0|2020-05-30|8229.0|0|905.0|0|9.908035909787607|0|9134.0|0
0|2020-05-31|8229.0|0|905.0|0|9.908035909787607|0|9134.0|0
0|2020-06-01|8751.0|0|760.0|0|7.990747555462097|0|9511.0|0
0|2020-06-02|8751.0|0|760.0|0|7.990747555462097|0|9511.0|0
0|2020-06-03|8751.0|0|760.0|0|7.990747555462097|0|9511.0|0
0|2020-06-04|8751.0|0|760.0|0|7.990747555462097|0|9511.0|0
0|2020-06-05|8751.0|0|760.0|0|7.990747555462097|0|9511.0|0
0|2020-06-06|8751.0|0|760.0|0|7.990747555462097|0|9511.0|0
0|2020-06-07|8751.0|0|760.0|0|7.990747555462097|0|9511.0|0
0|2020-06-08|8751.0|0|760.0|0|7.990747555462097|0|9511.0|0
0|2020-06-09|8751.0|0|760.0|0|7.990747555462097|0|9511.0|0
0|2020-06-10|8751.0|0|760.0|0|7.990747555462097|0|9511.0|0
0|2020-06-11|8751.0|0|760.0|0|7.990747555462097|0|9511.0|0
0|2020-06-12|8751.0|0|760.0|0|7.990747555462097|0|9511.0|0
0|2020-06-13|8751.0|0|760.0|0|7.990747555462097|0|9511.0|0
0|2020-06-14|8751.0|0|760.0|0|7.990747555462097|0|9511.0|0
0|2020-06-15|8751.0|0|760.0|0|7.990747555462097|0|9511.0|0
0|2020-06-16|8751.0|0|760.0|0|7.990747555462097|0|9511.0|0
0|2020-06-17|8751.0|0|760.0|0|7.990747555462097|0|9511.0|0
0|2020-06-18|8751.0|0|760.0|0|7.990747555462097|0|9511.0|0
0|2020-06-19|8751.0|0|760.0|0|7.990747555462097|0|9511.0|0
0|2020-06-20|8751.0|0|760.0|0|7.990747555462097|0|9511.0|0
0|2020-06-21|8751.0|0|760.0|0|7.990747555462097|0|9511.0|0
0|2020-06-22|8751.0|0|760.0|0|7.990747555462097|0|9511.0|0
0|2020-06-23|8751.0|0|760.0|0|7.990747555462097|0|9511.0|0
0|2020-06-24|8751.0|0|760.0|0|7.990747555462097|0|9511.0|0
0|2020-06-25|8751.0|0|760.0|0|7.990747555462097|0|9511.0|0
0|2020-06-26|8751.0|0|760.0|0|7.990747555462097|0|9511.0|0
0|2020-06-27|8751.0|0|760.0|0|7.990747555462097|0|9511.0|0
0|2020-06-28|8751.0|0|760.0|0|7.990747555462097|0|9511.0|0
0|2020-06-29|8751.0|0|760.0|0|7.990747555462097|0|9511.0|0
0|2020-06-30|8751.0|0|760.0|0|7.990747555462097|0|9511.0|0
0|2020-07-01|8757.0|0|640.0|0|6.810684260934341|0|9397.0|0
0|2020-07-02|8757.0|0|640.0|0|6.810684260934341|0|9397.0|0
0|2020-07-03|8757.0|0|640.0|0|6.810684260934341|0|9397.0|0
0|2020-07-04|8757.0|0|640.0|0|6.810684260934341|0|9397.0|0
0|2020-07-05|8757.0|0|640.0|0|6.810684260934341|0|9397.0|0
0|2020-07-06|8757.0|0|640.0|0|6.810684260934341|0|9397.0|0
0|2020-07-07|8757.0|0|640.0|0|6.810684260934341|0|9397.0|0
0|2020-07-08|8757.0|0|640.0|0|6.810684260934341|0|9397.0|0
0|2020-07-09|8757.0|0|640.0|0|6.810684260934341|0|9397.0|0
0|2020-07-10|8757.0|0|640.0|0|6.810684260934341|0|9397.0|0
0|2020-07-11|8757.0|0|640.0|0|6.810684260934341|0|9397.0|0
0|2020-07-12|8757.0|0|640.0|0|6.810684260934341|0|9397.0|0
0|2020-07-13|8757.0|0|640.0|0|6.810684260934341|0|9397.0|0
0|2020-07-14|8757.0|0|640.0|0|6.810684260934341|0|9397.0|0
0|2020-07-15|8757.0|0|640.0|0|6.810684260934341|0|9397.0|0
0|2020-07-16|8757.0|0|640.0|0|6.810684260934341|0|9397.0|0
0|2020-07-17|8757.0|0|640.0|0|6.810684260934341|0|9397.0|0
0|2020-07-18|8757.0|0|640.0|0|6.810684260934341|0|9397.0|0
0|2020-07-19|8757.0|0|640.0|0|6.810684260934341|0|9397.0|0
0|2020-07-20|8757.0|0|640.0|0|6.810684260934341|0|9397.0|0
0|2020-07-21|8757.0|0|640.0|0|6.810684260934341|0|9397.0|0
0|2020-07-22|8757.0|0|640.0|0|6.810684260934341|0|9397.0|0
0|2020-07-23|8757.0|0|640.0|0|6.810684260934341|0|9397.0|0
0|2020-07-24|8757.0|0|640.0|0|6.810684260934341|0|9397.0|0
0|2020-07-25|8757.0|0|640.0|0|6.810684260934341|0|9397.0|0
0|2020-07-26|8757.0|0|640.0|0|6.810684260934341|0|9397.0|0
0|2020-07-27|8757.0|0|640.0|0|6.810684260934341|0|9397.0|0
0|2020-07-28|8757.0|0|640.0|0|6.810684260934341|0|9397.0|0
0|2020-07-29|8757.0|0|640.0|0|6.810684260934341|0|9397.0|0
0|2020-07-30|8757.0|0|640.0|0|6.810684260934341|0|9397.0|0
0|2020-07-31|8757.0|0|640.0|0|6.810684260934341|0|9397.0|0
0|2020-08-01|8723.0|0|524.0|0|5.666702714393858|0|9247.0|0
0|2020-08-02|8723.0|0|524.0|0|5.666702714393858|0|9247.0|0
0|2020-08-03|8723.0|0|524.0|0|5.666702714393858|0|9247.0|0
0|2020-08-04|8723.0|0|524.0|0|5.666702714393858|0|9247.0|0
0|2020-08-05|8723.0|0|524.0|0|5.666702714393858|0|9247.0|0
0|2020-08-06|8723.0|0|524.0|0|5.666702714393858|0|9247.0|0
0|2020-08-07|8723.0|0|524.0|0|5.666702714393858|0|9247.0|0
0|2020-08-08|8723.0|0|524.0|0|5.666702714393858|0|9247.0|0
0|2020-08-09|8723.0|0|524.0|0|5.666702714393858|0|9247.0|0
0|2020-08-10|8723.0|0|524.0|0|5.666702714393858|0|9247.0|0
0|2020-08-11|8723.0|0|524.0|0|5.666702714393858|0|9247.0|0
0|2020-08-12|8723.0|0|524.0|0|5.666702714393858|0|9247.0|0
0|2020-08-13|8723.0|0|524.0|0|5.666702714393858|0|9247.0|0
0|2020-08-14|8723.0|0|524.0|0|5.666702714393858|0|9247.0|0
0|2020-08-15|8723.0|0|524.0|0|5.666702714393858|0|9247.0|0
0|2020-08-16|8723.0|0|524.0|0|5.666702714393858|0|9247.0|0
0|2020-08-17|8723.0|0|524.0|0|5.666702714393858|0|9247.0|0
0|2020-08-18|8723.0|0|524.0|0|5.666702714393858|0|9247.0|0
0|2020-08-19|8723.0|0|524.0|0|5.666702714393858|0|9247.0|0
0|2020-08-20|8723.0|0|524.0|0|5.666702714393858|0|9247.0|0
0|2020-08-21|8723.0|0|524.0|0|5.666702714393858|0|9247.0|0
0|2020-08-22|8723.0|0|524.0|0|5.666702714393858|0|9247.0|0
0|2020-08-23|8723.0|0|524.0|0|5.666702714393858|0|9247.0|0
0|2020-08-24|8723.0|0|524.0|0|5.666702714393858|0|9247.0|0
0|2020-08-25|8723.0|0|524.0|0|5.666702714393858|0|9247.0|0
0|2020-08-26|8723.0|0|524.0|0|5.666702714393858|0|9247.0|0
0|2020-08-27|8723.0|0|524.0|0|5.666702714393858|0|9247.0|0
0|2020-08-28|8723.0|0|524.0|0|5.666702714393858|0|9247.0|0
0|2020-08-29|8723.0|0|524.0|0|5.666702714393858|0|9247.0|0
0|2020-08-30|8723.0|0|524.0|0|5.666702714393858|0|9247.0|0
0|2020-08-31|8723.0|0|524.0|0|5.666702714393858|0|9247.0|0
0|2020-09-01|8650.0|0|459.0|0|5.038972444834779|0|9109.0|0
0|2020-09-02|8650.0|0|459.0|0|5.038972444834779|0|9109.0|0
0|2020-09-03|8650.0|0|459.0|0|5.038972444834779|0|9109.0|0
0|2020-09-04|8650.0|0|459.0|0|5.038972444834779|0|9109.0|0
0|2020-09-05|8650.0|0|459.0|0|5.038972444834779|0|9109.0|0
0|2020-09-06|8650.0|0|459.0|0|5.038972444834779|0|9109.0|0
0|2020-09-07|8650.0|0|459.0|0|5.038972444834779|0|9109.0|0
0|2020-09-08|8650.0|0|459.0|0|5.038972444834779|0|9109.0|0
0|2020-09-09|8650.0|0|459.0|0|5.038972444834779|0|9109.0|0
0|2020-09-10|8650.0|0|459.0|0|5.038972444834779|0|9109.0|0
0|2020-09-11|8650.0|0|459.0|0|5.038972444834779|0|9109.0|0
0|2020-09-12|8650.0|0|459.0|0|5.038972444834779|0|9109.0|0
0|2020-09-13|8650.0|0|459.0|0|5.038972444834779|0|9109.0|0
0|2020-09-14|8650.0|0|459.0|0|5.038972444834779|0|9109.0|0
0|2020-09-15|8650.0|0|459.0|0|5.038972444834779|0|9109.0|0
0|2020-09-16|8650.0|0|459.0|0|5.038972444834779|0|9109.0|0
0|2020-09-17|8650.0|0|459.0|0|5.038972444834779|0|9109.0|0
0|2020-09-18|8650.0|0|459.0|0|5.038972444834779|0|9109.0|0
0|2020-09-19|8650.0|0|459.0|0|5.038972444834779|0|9109.0|0
0|2020-09-20|8650.0|0|459.0|0|5.038972444834779|0|9109.0|0
0|2020-09-21|8650.0|0|459.0|0|5.038972444834779|0|9109.0|0
0|2020-09-22|8650.0|0|459.0|0|5.038972444834779|0|9109.0|0
0|2020-09-23|8650.0|0|459.0|0|5.038972444834779|0|9109.0|0
0|2020-09-24|8650.0|0|459.0|0|5.038972444834779|0|9109.0|0
0|2020-09-25|8650.0|0|459.0|0|5.038972444834779|0|9109.0|0
0|2020-09-26|8650.0|0|459.0|0|5.038972444834779|0|9109.0|0
0|2020-09-27|8650.0|0|459.0|0|5.038972444834779|0|9109.0|0
0|2020-09-28|8650.0|0|459.0|0|5.038972444834779|0|9109.0|0
0|2020-09-29|8650.0|0|459.0|0|5.038972444834779|0|9109.0|0
0|2020-09-30|8650.0|0|459.0|0|5.038972444834779|0|9109.0|0
0|2020-10-01|8819.0|0|396.0|0|4.297341291372762|0|9215.0|0
0|2020-10-02|8819.0|0|396.0|0|4.297341291372762|0|9215.0|0
0|2020-10-03|8819.0|0|396.0|0|4.297341291372762|0|9215.0|0
0|2020-10-04|8819.0|0|396.0|0|4.297341291372762|0|9215.0|0
0|2020-10-05|8819.0|0|396.0|0|4.297341291372762|0|9215.0|0
0|2020-10-06|8819.0|0|396.0|0|4.297341291372762|0|9215.0|0
0|2020-10-07|8819.0|0|396.0|0|4.297341291372762|0|9215.0|0
0|2020-10-08|8819.0|0|396.0|0|4.297341291372762|0|9215.0|0
0|2020-10-09|8819.0|0|396.0|0|4.297341291372762|0|9215.0|0
0|2020-10-10|8819.0|0|396.0|0|4.297341291372762|0|9215.0|0
0|2020-10-11|8819.0|0|396.0|0|4.297341291372762|0|9215.0|0
0|2020-10-12|8819.0|0|396.0|0|4.297341291372762|0|9215.0|0
0|2020-10-13|8819.0|0|396.0|0|4.297341291372762|0|9215.0|0
0|2020-10-14|8819.0|0|396.0|0|4.297341291372762|0|9215.0|0
0|2020-10-15|8819.0|0|396.0|0|4.297341291372762|0|9215.0|0
0|2020-10-16|8819.0|0|396.0|0|4.297341291372762|0|9215.0|0
0|2020-10-17|8819.0|0|396.0|0|4.297341291372762|0|9215.0|0
0|2020-10-18|8819.0|0|396.0|0|4.297341291372762|0|9215.0|0
0|2020-10-19|8819.0|0|396.0|0|4.297341291372762|0|9215.0|0
0|2020-10-20|8819.0|0|396.0|0|4.297341291372762|0|9215.0|0
0|2020-10-21|8819.0|0|396.0|0|4.297341291372762|0|9215.0|0
0|2020-10-22|8819.0|0|396.0|0|4.297341291372762|0|9215.0|0
0|2020-10-23|8819.0|0|396.0|0|4.297341291372762|0|9215.0|0
0|2020-10-24|8819.0|0|396.0|0|4.297341291372762|0|9215.0|0
0|2020-10-25|8819.0|0|396.0|0|4.297341291372762|0|9215.0|0
0|2020-10-26|8819.0|0|396.0|0|4.297341291372762|0|9215.0|0
0|2020-10-27|8819.0|0|396.0|0|4.297341291372762|0|9215.0|0
0|2020-10-28|8819.0|0|396.0|0|4.297341291372762|0|9215.0|0
0|2020-10-29|8819.0|0|396.0|0|4.297341291372762|0|9215.0|0
0|2020-10-30|8819.0|0|396.0|0|4.297341291372762|0|9215.0|0
0|2020-10-31|8819.0|0|396.0|0|4.297341291372762|0|9215.0|0
0|2020-11-01|8585.0|0|384.0|0|4.281413758501505|0|8969.0|0
0|2020-11-02|8585.0|0|384.0|0|4.281413758501505|0|8969.0|0
0|2020-11-03|8585.0|0|384.0|0|4.281413758501505|0|8969.0|0
0|2020-11-04|8585.0|0|384.0|0|4.281413758501505|0|8969.0|0
0|2020-11-05|8585.0|0|384.0|0|4.281413758501505|0|8969.0|0
0|2020-11-06|8585.0|0|384.0|0|4.281413758501505|0|8969.0|0
0|2020-11-07|8585.0|0|384.0|0|4.281413758501505|0|8969.0|0
0|2020-11-08|8585.0|0|384.0|0|4.281413758501505|0|8969.0|0
0|2020-11-09|8585.0|0|384.0|0|4.281413758501505|0|8969.0|0
0|2020-11-10|8585.0|0|384.0|0|4.281413758501505|0|8969.0|0
0|2020-11-11|8585.0|0|384.0|0|4.281413758501505|0|8969.0|0
0|2020-11-12|8585.0|0|384.0|0|4.281413758501505|0|8969.0|0
0|2020-11-13|8585.0|0|384.0|0|4.281413758501505|0|8969.0|0
0|2020-11-14|8585.0|0|384.0|0|4.281413758501505|0|8969.0|0
0|2020-11-15|8585.0|0|384.0|0|4.281413758501505|0|8969.0|0
0|2020-11-16|8585.0|0|384.0|0|4.281413758501505|0|8969.0|0
0|2020-11-17|8585.0|0|384.0|0|4.281413758501505|0|8969.0|0
0|2020-11-18|8585.0|0|384.0|0|4.281413758501505|0|8969.0|0
0|2020-11-19|8585.0|0|384.0|0|4.281413758501505|0|8969.0|0
0|2020-11-20|8585.0|0|384.0|0|4.281413758501505|0|8969.0|0
0|2020-11-21|8585.0|0|384.0|0|4.281413758501505|0|8969.0|0
0|2020-11-22|8585.0|0|384.0|0|4.281413758501505|0|8969.0|0
0|2020-11-23|8585.0|0|384.0|0|4.281413758501505|0|8969.0|0
0|2020-11-24|8585.0|0|384.0|0|4.281413758501505|0|8969.0|0
0|2020-11-25|8585.0|0|384.0|0|4.281413758501505|0|8969.0|0
0|2020-11-26|8585.0|0|384.0|0|4.281413758501505|0|8969.0|0
0|2020-11-27|8585.0|0|384.0|0|4.281413758501505|0|8969.0|0
0|2020-11-28|8585.0|0|384.0|0|4.281413758501505|0|8969.0|0
0|2020-11-29|8585.0|0|384.0|0|4.281413758501505|0|8969.0|0
0|2020-11-30|8585.0|0|384.0|0|4.281413758501505|0|8969.0|0
0|2020-12-01|8481.0|0|457.0|0|5.1130006712911165|0|8938.0|0
0|2020-12-02|8481.0|0|457.0|0|5.1130006712911165|0|8938.0|0
0|2020-12-03|8481.0|0|457.0|0|5.1130006712911165|0|8938.0|0
0|2020-12-04|8481.0|0|457.0|0|5.1130006712911165|0|8938.0|0
0|2020-12-05|8481.0|0|457.0|0|5.1130006712911165|0|8938.0|0
0|2020-12-06|8481.0|0|457.0|0|5.1130006712911165|0|8938.0|0
0|2020-12-07|8481.0|0|457.0|0|5.1130006712911165|0|8938.0|0
0|2020-12-08|8481.0|0|457.0|0|5.1130006712911165|0|8938.0|0
0|2020-12-09|8481.0|0|457.0|0|5.1130006712911165|0|8938.0|0
