|dates|Perkins_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Perkins_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Perkins_SouthDakota_UnitedStates.Male_Total_Population.data|Perkins_SouthDakota_UnitedStates.Male_Total_Population.missing|Perkins_SouthDakota_UnitedStates.Female_Total_Population.data|Perkins_SouthDakota_UnitedStates.Female_Total_Population.missing|Perkins_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Perkins_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|735.0|0|1465.0|0|1457.0|0|605.0|0
