|dates|Osage_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Osage_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Osage_Missouri_UnitedStates.Male_Total_Population.data|Osage_Missouri_UnitedStates.Male_Total_Population.missing|Osage_Missouri_UnitedStates.Female_Total_Population.data|Osage_Missouri_UnitedStates.Female_Total_Population.missing|Osage_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Osage_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2390.0|0|7066.0|0|6648.0|0|3171.0|0
