|dates|Rich_Utah_UnitedStates.JHU_ConfirmedCases.data|Rich_Utah_UnitedStates.JHU_ConfirmedCases.missing|Rich_Utah_UnitedStates.NYT_ConfirmedCases.data|Rich_Utah_UnitedStates.NYT_ConfirmedCases.missing|Rich_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Rich_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Rich_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Rich_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|0.0|0|0.0|100|0.0|0|0.0|100
