|dates|Mineral_Colorado_UnitedStates.BLS_EmployedPopulation.data|Mineral_Colorado_UnitedStates.BLS_EmployedPopulation.missing|Mineral_Colorado_UnitedStates.BLS_UnemployedPopulation.data|Mineral_Colorado_UnitedStates.BLS_UnemployedPopulation.missing|Mineral_Colorado_UnitedStates.BLS_UnemploymentRate.data|Mineral_Colorado_UnitedStates.BLS_UnemploymentRate.missing|Mineral_Colorado_UnitedStates.BLS_LaborForcePopulation.data|Mineral_Colorado_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|555.0|0|13.0|0|2.288732394366197|0|568.0|0
0|2020-01-02|555.0|0|13.0|0|2.288732394366197|0|568.0|0
0|2020-01-03|555.0|0|13.0|0|2.288732394366197|0|568.0|0
0|2020-01-04|555.0|0|13.0|0|2.288732394366197|0|568.0|0
0|2020-01-05|555.0|0|13.0|0|2.288732394366197|0|568.0|0
0|2020-01-06|555.0|0|13.0|0|2.288732394366197|0|568.0|0
0|2020-01-07|555.0|0|13.0|0|2.288732394366197|0|568.0|0
0|2020-01-08|555.0|0|13.0|0|2.288732394366197|0|568.0|0
0|2020-01-09|555.0|0|13.0|0|2.288732394366197|0|568.0|0
0|2020-01-10|555.0|0|13.0|0|2.288732394366197|0|568.0|0
0|2020-01-11|555.0|0|13.0|0|2.288732394366197|0|568.0|0
0|2020-01-12|555.0|0|13.0|0|2.288732394366197|0|568.0|0
0|2020-01-13|555.0|0|13.0|0|2.288732394366197|0|568.0|0
0|2020-01-14|555.0|0|13.0|0|2.288732394366197|0|568.0|0
0|2020-01-15|555.0|0|13.0|0|2.288732394366197|0|568.0|0
0|2020-01-16|555.0|0|13.0|0|2.288732394366197|0|568.0|0
0|2020-01-17|555.0|0|13.0|0|2.288732394366197|0|568.0|0
0|2020-01-18|555.0|0|13.0|0|2.288732394366197|0|568.0|0
0|2020-01-19|555.0|0|13.0|0|2.288732394366197|0|568.0|0
0|2020-01-20|555.0|0|13.0|0|2.288732394366197|0|568.0|0
0|2020-01-21|555.0|0|13.0|0|2.288732394366197|0|568.0|0
0|2020-01-22|555.0|0|13.0|0|2.288732394366197|0|568.0|0
0|2020-01-23|555.0|0|13.0|0|2.288732394366197|0|568.0|0
0|2020-01-24|555.0|0|13.0|0|2.288732394366197|0|568.0|0
0|2020-01-25|555.0|0|13.0|0|2.288732394366197|0|568.0|0
0|2020-01-26|555.0|0|13.0|0|2.288732394366197|0|568.0|0
0|2020-01-27|555.0|0|13.0|0|2.288732394366197|0|568.0|0
