|dates|Lafourche_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lafourche_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lafourche_Louisiana_UnitedStates.Male_Total_Population.data|Lafourche_Louisiana_UnitedStates.Male_Total_Population.missing|Lafourche_Louisiana_UnitedStates.Female_Total_Population.data|Lafourche_Louisiana_UnitedStates.Female_Total_Population.missing|Lafourche_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|Lafourche_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|15168.0|0|48123.0|0|49992.0|0|22793.0|0
