|dates|Georgetown_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Georgetown_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Georgetown_SouthCarolina_UnitedStates.Male_Total_Population.data|Georgetown_SouthCarolina_UnitedStates.Male_Total_Population.missing|Georgetown_SouthCarolina_UnitedStates.Female_Total_Population.data|Georgetown_SouthCarolina_UnitedStates.Female_Total_Population.missing|Georgetown_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Georgetown_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|17290.0|0|29460.0|0|32789.0|0|11438.0|0
