|dates|Marion_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marion_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marion_Alabama_UnitedStates.Male_Total_Population.data|Marion_Alabama_UnitedStates.Male_Total_Population.missing|Marion_Alabama_UnitedStates.Female_Total_Population.data|Marion_Alabama_UnitedStates.Female_Total_Population.missing|Marion_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Marion_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6321.0|0|14686.0|0|15077.0|0|6183.0|0
