|dates|Oceana_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Oceana_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Oceana_Michigan_UnitedStates.Male_Total_Population.data|Oceana_Michigan_UnitedStates.Male_Total_Population.missing|Oceana_Michigan_UnitedStates.Female_Total_Population.data|Oceana_Michigan_UnitedStates.Female_Total_Population.missing|Oceana_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Oceana_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5479.0|0|13491.0|0|13134.0|0|6080.0|0
