|dates|Quay_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Quay_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Quay_NewMexico_UnitedStates.Male_Total_Population.data|Quay_NewMexico_UnitedStates.Male_Total_Population.missing|Quay_NewMexico_UnitedStates.Female_Total_Population.data|Quay_NewMexico_UnitedStates.Female_Total_Population.missing|Quay_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.data|Quay_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2101.0|0|4029.0|0|4224.0|0|1754.0|0
