|dates|Banner_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Banner_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Banner_Nebraska_UnitedStates.Male_Total_Population.data|Banner_Nebraska_UnitedStates.Male_Total_Population.missing|Banner_Nebraska_UnitedStates.Female_Total_Population.data|Banner_Nebraska_UnitedStates.Female_Total_Population.missing|Banner_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Banner_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|174.0|0|350.0|0|380.0|0|172.0|0
