|dates|Greene_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Greene_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Greene_Arkansas_UnitedStates.Male_Total_Population.data|Greene_Arkansas_UnitedStates.Male_Total_Population.missing|Greene_Arkansas_UnitedStates.Female_Total_Population.data|Greene_Arkansas_UnitedStates.Female_Total_Population.missing|Greene_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Greene_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7242.0|0|22289.0|0|23036.0|0|11103.0|0
