|dates|Mariposa_California_UnitedStates.BLS_EmployedPopulation.data|Mariposa_California_UnitedStates.BLS_EmployedPopulation.missing|Mariposa_California_UnitedStates.BLS_UnemployedPopulation.data|Mariposa_California_UnitedStates.BLS_UnemployedPopulation.missing|Mariposa_California_UnitedStates.BLS_UnemploymentRate.data|Mariposa_California_UnitedStates.BLS_UnemploymentRate.missing|Mariposa_California_UnitedStates.BLS_LaborForcePopulation.data|Mariposa_California_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|6797.0|0|445.0|0|6.144711405689036|0|7242.0|0
0|2020-01-02|6797.0|0|445.0|0|6.144711405689036|0|7242.0|0
0|2020-01-03|6797.0|0|445.0|0|6.144711405689036|0|7242.0|0
0|2020-01-04|6797.0|0|445.0|0|6.144711405689036|0|7242.0|0
0|2020-01-05|6797.0|0|445.0|0|6.144711405689036|0|7242.0|0
0|2020-01-06|6797.0|0|445.0|0|6.144711405689036|0|7242.0|0
0|2020-01-07|6797.0|0|445.0|0|6.144711405689036|0|7242.0|0
0|2020-01-08|6797.0|0|445.0|0|6.144711405689036|0|7242.0|0
0|2020-01-09|6797.0|0|445.0|0|6.144711405689036|0|7242.0|0
0|2020-01-10|6797.0|0|445.0|0|6.144711405689036|0|7242.0|0
0|2020-01-11|6797.0|0|445.0|0|6.144711405689036|0|7242.0|0
0|2020-01-12|6797.0|0|445.0|0|6.144711405689036|0|7242.0|0
0|2020-01-13|6797.0|0|445.0|0|6.144711405689036|0|7242.0|0
0|2020-01-14|6797.0|0|445.0|0|6.144711405689036|0|7242.0|0
0|2020-01-15|6797.0|0|445.0|0|6.144711405689036|0|7242.0|0
0|2020-01-16|6797.0|0|445.0|0|6.144711405689036|0|7242.0|0
0|2020-01-17|6797.0|0|445.0|0|6.144711405689036|0|7242.0|0
0|2020-01-18|6797.0|0|445.0|0|6.144711405689036|0|7242.0|0
0|2020-01-19|6797.0|0|445.0|0|6.144711405689036|0|7242.0|0
0|2020-01-20|6797.0|0|445.0|0|6.144711405689036|0|7242.0|0
0|2020-01-21|6797.0|0|445.0|0|6.144711405689036|0|7242.0|0
0|2020-01-22|6797.0|0|445.0|0|6.144711405689036|0|7242.0|0
0|2020-01-23|6797.0|0|445.0|0|6.144711405689036|0|7242.0|0
0|2020-01-24|6797.0|0|445.0|0|6.144711405689036|0|7242.0|0
0|2020-01-25|6797.0|0|445.0|0|6.144711405689036|0|7242.0|0
0|2020-01-26|6797.0|0|445.0|0|6.144711405689036|0|7242.0|0
0|2020-01-27|6797.0|0|445.0|0|6.144711405689036|0|7242.0|0
0|2020-01-28|6797.0|0|445.0|0|6.144711405689036|0|7242.0|0
0|2020-01-29|6797.0|0|445.0|0|6.144711405689036|0|7242.0|0
0|2020-01-30|6797.0|0|445.0|0|6.144711405689036|0|7242.0|0
0|2020-01-31|6797.0|0|445.0|0|6.144711405689036|0|7242.0|0
0|2020-02-01|6902.0|0|448.0|0|6.095238095238095|0|7350.0|0
0|2020-02-02|6902.0|0|448.0|0|6.095238095238095|0|7350.0|0
0|2020-02-03|6902.0|0|448.0|0|6.095238095238095|0|7350.0|0
0|2020-02-04|6902.0|0|448.0|0|6.095238095238095|0|7350.0|0
0|2020-02-05|6902.0|0|448.0|0|6.095238095238095|0|7350.0|0
0|2020-02-06|6902.0|0|448.0|0|6.095238095238095|0|7350.0|0
0|2020-02-07|6902.0|0|448.0|0|6.095238095238095|0|7350.0|0
0|2020-02-08|6902.0|0|448.0|0|6.095238095238095|0|7350.0|0
0|2020-02-09|6902.0|0|448.0|0|6.095238095238095|0|7350.0|0
0|2020-02-10|6902.0|0|448.0|0|6.095238095238095|0|7350.0|0
0|2020-02-11|6902.0|0|448.0|0|6.095238095238095|0|7350.0|0
0|2020-02-12|6902.0|0|448.0|0|6.095238095238095|0|7350.0|0
0|2020-02-13|6902.0|0|448.0|0|6.095238095238095|0|7350.0|0
0|2020-02-14|6902.0|0|448.0|0|6.095238095238095|0|7350.0|0
0|2020-02-15|6902.0|0|448.0|0|6.095238095238095|0|7350.0|0
0|2020-02-16|6902.0|0|448.0|0|6.095238095238095|0|7350.0|0
0|2020-02-17|6902.0|0|448.0|0|6.095238095238095|0|7350.0|0
0|2020-02-18|6902.0|0|448.0|0|6.095238095238095|0|7350.0|0
0|2020-02-19|6902.0|0|448.0|0|6.095238095238095|0|7350.0|0
0|2020-02-20|6902.0|0|448.0|0|6.095238095238095|0|7350.0|0
0|2020-02-21|6902.0|0|448.0|0|6.095238095238095|0|7350.0|0
0|2020-02-22|6902.0|0|448.0|0|6.095238095238095|0|7350.0|0
0|2020-02-23|6902.0|0|448.0|0|6.095238095238095|0|7350.0|0
0|2020-02-24|6902.0|0|448.0|0|6.095238095238095|0|7350.0|0
0|2020-02-25|6902.0|0|448.0|0|6.095238095238095|0|7350.0|0
0|2020-02-26|6902.0|0|448.0|0|6.095238095238095|0|7350.0|0
0|2020-02-27|6902.0|0|448.0|0|6.095238095238095|0|7350.0|0
0|2020-02-28|6902.0|0|448.0|0|6.095238095238095|0|7350.0|0
0|2020-02-29|6902.0|0|448.0|0|6.095238095238095|0|7350.0|0
0|2020-03-01|6833.0|0|537.5|0|7.292585306288583|0|7370.5|0
0|2020-03-02|6833.0|0|537.5|0|7.292585306288583|0|7370.5|0
0|2020-03-03|6833.0|0|537.5|0|7.292585306288583|0|7370.5|0
0|2020-03-04|6833.0|0|537.5|0|7.292585306288583|0|7370.5|0
0|2020-03-05|6833.0|0|537.5|0|7.292585306288583|0|7370.5|0
0|2020-03-06|6833.0|0|537.5|0|7.292585306288583|0|7370.5|0
0|2020-03-07|6833.0|0|537.5|0|7.292585306288583|0|7370.5|0
0|2020-03-08|6833.0|0|537.5|0|7.292585306288583|0|7370.5|0
0|2020-03-09|6833.0|0|537.5|0|7.292585306288583|0|7370.5|0
0|2020-03-10|6833.0|0|537.5|0|7.292585306288583|0|7370.5|0
0|2020-03-11|6833.0|0|537.5|0|7.292585306288583|0|7370.5|0
0|2020-03-12|6833.0|0|537.5|0|7.292585306288583|0|7370.5|0
0|2020-03-13|6833.0|0|537.5|0|7.292585306288583|0|7370.5|0
0|2020-03-14|6833.0|0|537.5|0|7.292585306288583|0|7370.5|0
0|2020-03-15|6833.0|0|537.5|0|7.292585306288583|0|7370.5|0
0|2020-03-16|6833.0|0|537.5|0|7.292585306288583|0|7370.5|0
0|2020-03-17|6833.0|0|537.5|0|7.292585306288583|0|7370.5|0
0|2020-03-18|6833.0|0|537.5|0|7.292585306288583|0|7370.5|0
0|2020-03-19|6833.0|0|537.5|0|7.292585306288583|0|7370.5|0
0|2020-03-20|6833.0|0|537.5|0|7.292585306288583|0|7370.5|0
0|2020-03-21|6833.0|0|537.5|0|7.292585306288583|0|7370.5|0
0|2020-03-22|6833.0|0|537.5|0|7.292585306288583|0|7370.5|0
0|2020-03-23|6833.0|0|537.5|0|7.292585306288583|0|7370.5|0
0|2020-03-24|6833.0|0|537.5|0|7.292585306288583|0|7370.5|0
0|2020-03-25|6833.0|0|537.5|0|7.292585306288583|0|7370.5|0
0|2020-03-26|6833.0|0|537.5|0|7.292585306288583|0|7370.5|0
0|2020-03-27|6833.0|0|537.5|0|7.292585306288583|0|7370.5|0
0|2020-03-28|6833.0|0|537.5|0|7.292585306288583|0|7370.5|0
0|2020-03-29|6833.0|0|537.5|0|7.292585306288583|0|7370.5|0
