|dates|Reeves_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Reeves_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Reeves_Texas_UnitedStates.Male_Total_Population.data|Reeves_Texas_UnitedStates.Male_Total_Population.missing|Reeves_Texas_UnitedStates.Female_Total_Population.data|Reeves_Texas_UnitedStates.Female_Total_Population.missing|Reeves_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Reeves_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1879.0|0|9632.0|0|6063.0|0|3529.0|0
