|dates|SanJoaquin_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|SanJoaquin_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|SanJoaquin_California_UnitedStates.Male_Total_Population.data|SanJoaquin_California_UnitedStates.Male_Total_Population.missing|SanJoaquin_California_UnitedStates.Female_Total_Population.data|SanJoaquin_California_UnitedStates.Female_Total_Population.missing|SanJoaquin_California_UnitedStates.MaleAndFemale_Under18_Population.data|SanJoaquin_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|95916.0|0|375136.0|0|377524.0|0|204316.0|0
