|dates|Washington_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washington_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washington_Missouri_UnitedStates.Male_Total_Population.data|Washington_Missouri_UnitedStates.Male_Total_Population.missing|Washington_Missouri_UnitedStates.Female_Total_Population.data|Washington_Missouri_UnitedStates.Female_Total_Population.missing|Washington_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Washington_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4161.0|0|12838.0|0|12105.0|0|5688.0|0
