|dates|Morgan_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Morgan_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Morgan_Missouri_UnitedStates.Male_Total_Population.data|Morgan_Missouri_UnitedStates.Male_Total_Population.missing|Morgan_Missouri_UnitedStates.Female_Total_Population.data|Morgan_Missouri_UnitedStates.Female_Total_Population.missing|Morgan_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Morgan_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4772.0|0|10198.0|0|10160.0|0|4657.0|0
