|dates|Owen_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Owen_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Owen_Kentucky_UnitedStates.Male_Total_Population.data|Owen_Kentucky_UnitedStates.Male_Total_Population.missing|Owen_Kentucky_UnitedStates.Female_Total_Population.data|Owen_Kentucky_UnitedStates.Female_Total_Population.missing|Owen_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Owen_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2013.0|0|5403.0|0|5477.0|0|2404.0|0
