|dates|Kandiyohi_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kandiyohi_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kandiyohi_Minnesota_UnitedStates.Male_Total_Population.data|Kandiyohi_Minnesota_UnitedStates.Male_Total_Population.missing|Kandiyohi_Minnesota_UnitedStates.Female_Total_Population.data|Kandiyohi_Minnesota_UnitedStates.Female_Total_Population.missing|Kandiyohi_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Kandiyohi_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8061.0|0|21576.0|0|21279.0|0|10514.0|0
