|dates|SanBenito_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|SanBenito_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|SanBenito_California_UnitedStates.Male_Total_Population.data|SanBenito_California_UnitedStates.Male_Total_Population.missing|SanBenito_California_UnitedStates.Female_Total_Population.data|SanBenito_California_UnitedStates.Female_Total_Population.missing|SanBenito_California_UnitedStates.MaleAndFemale_Under18_Population.data|SanBenito_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7937.0|0|30843.0|0|30694.0|0|15827.0|0
