|dates|Edgecombe_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Edgecombe_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Edgecombe_NorthCarolina_UnitedStates.Male_Total_Population.data|Edgecombe_NorthCarolina_UnitedStates.Male_Total_Population.missing|Edgecombe_NorthCarolina_UnitedStates.Female_Total_Population.data|Edgecombe_NorthCarolina_UnitedStates.Female_Total_Population.missing|Edgecombe_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Edgecombe_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10253.0|0|24036.0|0|27969.0|0|11711.0|0
