|dates|Pocahontas_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pocahontas_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pocahontas_Iowa_UnitedStates.Male_Total_Population.data|Pocahontas_Iowa_UnitedStates.Male_Total_Population.missing|Pocahontas_Iowa_UnitedStates.Female_Total_Population.data|Pocahontas_Iowa_UnitedStates.Female_Total_Population.missing|Pocahontas_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Pocahontas_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1552.0|0|3354.0|0|3386.0|0|1544.0|0
