|dates|Logan_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Logan_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Logan_Oklahoma_UnitedStates.Male_Total_Population.data|Logan_Oklahoma_UnitedStates.Male_Total_Population.missing|Logan_Oklahoma_UnitedStates.Female_Total_Population.data|Logan_Oklahoma_UnitedStates.Female_Total_Population.missing|Logan_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Logan_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7461.0|0|23438.0|0|23853.0|0|10869.0|0
