|dates|OutofNV_Nevada_UnitedStates.JHU_ConfirmedCases.data|OutofNV_Nevada_UnitedStates.JHU_ConfirmedCases.missing|OutofNV_Nevada_UnitedStates.NYT_ConfirmedCases.data|OutofNV_Nevada_UnitedStates.NYT_ConfirmedCases.missing|OutofNV_Nevada_UnitedStates.JHU_ConfirmedDeaths.data|OutofNV_Nevada_UnitedStates.JHU_ConfirmedDeaths.missing|OutofNV_Nevada_UnitedStates.JHU_ConfirmedRecoveries.data|OutofNV_Nevada_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|0.0|0|0.0|100|0.0|0|0.0|100
