|dates|Charlton_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Charlton_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Charlton_Georgia_UnitedStates.Male_Total_Population.data|Charlton_Georgia_UnitedStates.Male_Total_Population.missing|Charlton_Georgia_UnitedStates.Female_Total_Population.data|Charlton_Georgia_UnitedStates.Female_Total_Population.missing|Charlton_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Charlton_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2072.0|0|7436.0|0|5532.0|0|2492.0|0
