|dates|Tuolumne_California_UnitedStates.AveragePrecipitationTotal.data|Tuolumne_California_UnitedStates.AveragePrecipitationTotal.missing|Tuolumne_California_UnitedStates.AveragePrecipitation.data|Tuolumne_California_UnitedStates.AveragePrecipitation.missing|Tuolumne_California_UnitedStates.AverageWindDirection.data|Tuolumne_California_UnitedStates.AverageWindDirection.missing|Tuolumne_California_UnitedStates.AverageWindSpeed.data|Tuolumne_California_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|20|0.0|20|51.208333333333336|0|1.6041666666666667|0
