|dates|Litchfield_Connecticut_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Litchfield_Connecticut_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Litchfield_Connecticut_UnitedStates.Male_Total_Population.data|Litchfield_Connecticut_UnitedStates.Male_Total_Population.missing|Litchfield_Connecticut_UnitedStates.Female_Total_Population.data|Litchfield_Connecticut_UnitedStates.Female_Total_Population.missing|Litchfield_Connecticut_UnitedStates.MaleAndFemale_Under18_Population.data|Litchfield_Connecticut_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|38502.0|0|89551.0|0|91560.0|0|32933.0|0
