|dates|Kenton_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Kenton_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Kenton_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Kenton_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Kenton_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Kenton_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Kenton_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Kenton_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|84868.0|0|3415.0|0|3.8682419038773035|0|88283.0|0
0|2020-01-02|84868.0|0|3415.0|0|3.8682419038773035|0|88283.0|0
0|2020-01-03|84868.0|0|3415.0|0|3.8682419038773035|0|88283.0|0
0|2020-01-04|84868.0|0|3415.0|0|3.8682419038773035|0|88283.0|0
0|2020-01-05|84868.0|0|3415.0|0|3.8682419038773035|0|88283.0|0
0|2020-01-06|84868.0|0|3415.0|0|3.8682419038773035|0|88283.0|0
0|2020-01-07|84868.0|0|3415.0|0|3.8682419038773035|0|88283.0|0
0|2020-01-08|84868.0|0|3415.0|0|3.8682419038773035|0|88283.0|0
0|2020-01-09|84868.0|0|3415.0|0|3.8682419038773035|0|88283.0|0
0|2020-01-10|84868.0|0|3415.0|0|3.8682419038773035|0|88283.0|0
0|2020-01-11|84868.0|0|3415.0|0|3.8682419038773035|0|88283.0|0
0|2020-01-12|84868.0|0|3415.0|0|3.8682419038773035|0|88283.0|0
0|2020-01-13|84868.0|0|3415.0|0|3.8682419038773035|0|88283.0|0
0|2020-01-14|84868.0|0|3415.0|0|3.8682419038773035|0|88283.0|0
0|2020-01-15|84868.0|0|3415.0|0|3.8682419038773035|0|88283.0|0
0|2020-01-16|84868.0|0|3415.0|0|3.8682419038773035|0|88283.0|0
0|2020-01-17|84868.0|0|3415.0|0|3.8682419038773035|0|88283.0|0
0|2020-01-18|84868.0|0|3415.0|0|3.8682419038773035|0|88283.0|0
0|2020-01-19|84868.0|0|3415.0|0|3.8682419038773035|0|88283.0|0
0|2020-01-20|84868.0|0|3415.0|0|3.8682419038773035|0|88283.0|0
0|2020-01-21|84868.0|0|3415.0|0|3.8682419038773035|0|88283.0|0
0|2020-01-22|84868.0|0|3415.0|0|3.8682419038773035|0|88283.0|0
0|2020-01-23|84868.0|0|3415.0|0|3.8682419038773035|0|88283.0|0
0|2020-01-24|84868.0|0|3415.0|0|3.8682419038773035|0|88283.0|0
0|2020-01-25|84868.0|0|3415.0|0|3.8682419038773035|0|88283.0|0
0|2020-01-26|84868.0|0|3415.0|0|3.8682419038773035|0|88283.0|0
0|2020-01-27|84868.0|0|3415.0|0|3.8682419038773035|0|88283.0|0
0|2020-01-28|84868.0|0|3415.0|0|3.8682419038773035|0|88283.0|0
0|2020-01-29|84868.0|0|3415.0|0|3.8682419038773035|0|88283.0|0
0|2020-01-30|84868.0|0|3415.0|0|3.8682419038773035|0|88283.0|0
0|2020-01-31|84868.0|0|3415.0|0|3.8682419038773035|0|88283.0|0
0|2020-02-01|85203.0|0|3143.0|0|3.5576030606931837|0|88346.0|0
0|2020-02-02|85203.0|0|3143.0|0|3.5576030606931837|0|88346.0|0
0|2020-02-03|85203.0|0|3143.0|0|3.5576030606931837|0|88346.0|0
0|2020-02-04|85203.0|0|3143.0|0|3.5576030606931837|0|88346.0|0
0|2020-02-05|85203.0|0|3143.0|0|3.5576030606931837|0|88346.0|0
0|2020-02-06|85203.0|0|3143.0|0|3.5576030606931837|0|88346.0|0
0|2020-02-07|85203.0|0|3143.0|0|3.5576030606931837|0|88346.0|0
0|2020-02-08|85203.0|0|3143.0|0|3.5576030606931837|0|88346.0|0
0|2020-02-09|85203.0|0|3143.0|0|3.5576030606931837|0|88346.0|0
0|2020-02-10|85203.0|0|3143.0|0|3.5576030606931837|0|88346.0|0
0|2020-02-11|85203.0|0|3143.0|0|3.5576030606931837|0|88346.0|0
0|2020-02-12|85203.0|0|3143.0|0|3.5576030606931837|0|88346.0|0
0|2020-02-13|85203.0|0|3143.0|0|3.5576030606931837|0|88346.0|0
0|2020-02-14|85203.0|0|3143.0|0|3.5576030606931837|0|88346.0|0
0|2020-02-15|85203.0|0|3143.0|0|3.5576030606931837|0|88346.0|0
0|2020-02-16|85203.0|0|3143.0|0|3.5576030606931837|0|88346.0|0
0|2020-02-17|85203.0|0|3143.0|0|3.5576030606931837|0|88346.0|0
0|2020-02-18|85203.0|0|3143.0|0|3.5576030606931837|0|88346.0|0
0|2020-02-19|85203.0|0|3143.0|0|3.5576030606931837|0|88346.0|0
0|2020-02-20|85203.0|0|3143.0|0|3.5576030606931837|0|88346.0|0
0|2020-02-21|85203.0|0|3143.0|0|3.5576030606931837|0|88346.0|0
0|2020-02-22|85203.0|0|3143.0|0|3.5576030606931837|0|88346.0|0
0|2020-02-23|85203.0|0|3143.0|0|3.5576030606931837|0|88346.0|0
0|2020-02-24|85203.0|0|3143.0|0|3.5576030606931837|0|88346.0|0
0|2020-02-25|85203.0|0|3143.0|0|3.5576030606931837|0|88346.0|0
0|2020-02-26|85203.0|0|3143.0|0|3.5576030606931837|0|88346.0|0
0|2020-02-27|85203.0|0|3143.0|0|3.5576030606931837|0|88346.0|0
0|2020-02-28|85203.0|0|3143.0|0|3.5576030606931837|0|88346.0|0
0|2020-02-29|85203.0|0|3143.0|0|3.5576030606931837|0|88346.0|0
0|2020-03-01|84083.5|0|3698.5|0|4.213278348636394|0|87782.0|0
0|2020-03-02|84083.5|0|3698.5|0|4.213278348636394|0|87782.0|0
0|2020-03-03|84083.5|0|3698.5|0|4.213278348636394|0|87782.0|0
0|2020-03-04|84083.5|0|3698.5|0|4.213278348636394|0|87782.0|0
0|2020-03-05|84083.5|0|3698.5|0|4.213278348636394|0|87782.0|0
0|2020-03-06|84083.5|0|3698.5|0|4.213278348636394|0|87782.0|0
0|2020-03-07|84083.5|0|3698.5|0|4.213278348636394|0|87782.0|0
0|2020-03-08|84083.5|0|3698.5|0|4.213278348636394|0|87782.0|0
0|2020-03-09|84083.5|0|3698.5|0|4.213278348636394|0|87782.0|0
0|2020-03-10|84083.5|0|3698.5|0|4.213278348636394|0|87782.0|0
0|2020-03-11|84083.5|0|3698.5|0|4.213278348636394|0|87782.0|0
0|2020-03-12|84083.5|0|3698.5|0|4.213278348636394|0|87782.0|0
0|2020-03-13|84083.5|0|3698.5|0|4.213278348636394|0|87782.0|0
0|2020-03-14|84083.5|0|3698.5|0|4.213278348636394|0|87782.0|0
0|2020-03-15|84083.5|0|3698.5|0|4.213278348636394|0|87782.0|0
0|2020-03-16|84083.5|0|3698.5|0|4.213278348636394|0|87782.0|0
0|2020-03-17|84083.5|0|3698.5|0|4.213278348636394|0|87782.0|0
0|2020-03-18|84083.5|0|3698.5|0|4.213278348636394|0|87782.0|0
0|2020-03-19|84083.5|0|3698.5|0|4.213278348636394|0|87782.0|0
0|2020-03-20|84083.5|0|3698.5|0|4.213278348636394|0|87782.0|0
0|2020-03-21|84083.5|0|3698.5|0|4.213278348636394|0|87782.0|0
0|2020-03-22|84083.5|0|3698.5|0|4.213278348636394|0|87782.0|0
0|2020-03-23|84083.5|0|3698.5|0|4.213278348636394|0|87782.0|0
0|2020-03-24|84083.5|0|3698.5|0|4.213278348636394|0|87782.0|0
0|2020-03-25|84083.5|0|3698.5|0|4.213278348636394|0|87782.0|0
0|2020-03-26|84083.5|0|3698.5|0|4.213278348636394|0|87782.0|0
0|2020-03-27|84083.5|0|3698.5|0|4.213278348636394|0|87782.0|0
0|2020-03-28|84083.5|0|3698.5|0|4.213278348636394|0|87782.0|0
0|2020-03-29|84083.5|0|3698.5|0|4.213278348636394|0|87782.0|0
0|2020-03-30|84083.5|0|3698.5|0|4.213278348636394|0|87782.0|0
0|2020-03-31|84083.5|0|3698.5|0|4.213278348636394|0|87782.0|0
0|2020-04-01|73955.5|0|11909.0|0|13.869526987288111|0|85864.5|0
0|2020-04-02|73955.5|0|11909.0|0|13.869526987288111|0|85864.5|0
0|2020-04-03|73955.5|0|11909.0|0|13.869526987288111|0|85864.5|0
0|2020-04-04|73955.5|0|11909.0|0|13.869526987288111|0|85864.5|0
0|2020-04-05|73955.5|0|11909.0|0|13.869526987288111|0|85864.5|0
0|2020-04-06|73955.5|0|11909.0|0|13.869526987288111|0|85864.5|0
0|2020-04-07|73955.5|0|11909.0|0|13.869526987288111|0|85864.5|0
0|2020-04-08|73955.5|0|11909.0|0|13.869526987288111|0|85864.5|0
0|2020-04-09|73955.5|0|11909.0|0|13.869526987288111|0|85864.5|0
0|2020-04-10|73955.5|0|11909.0|0|13.869526987288111|0|85864.5|0
0|2020-04-11|73955.5|0|11909.0|0|13.869526987288111|0|85864.5|0
0|2020-04-12|73955.5|0|11909.0|0|13.869526987288111|0|85864.5|0
0|2020-04-13|73955.5|0|11909.0|0|13.869526987288111|0|85864.5|0
0|2020-04-14|73955.5|0|11909.0|0|13.869526987288111|0|85864.5|0
0|2020-04-15|73955.5|0|11909.0|0|13.869526987288111|0|85864.5|0
0|2020-04-16|73955.5|0|11909.0|0|13.869526987288111|0|85864.5|0
0|2020-04-17|73955.5|0|11909.0|0|13.869526987288111|0|85864.5|0
0|2020-04-18|73955.5|0|11909.0|0|13.869526987288111|0|85864.5|0
0|2020-04-19|73955.5|0|11909.0|0|13.869526987288111|0|85864.5|0
0|2020-04-20|73955.5|0|11909.0|0|13.869526987288111|0|85864.5|0
0|2020-04-21|73955.5|0|11909.0|0|13.869526987288111|0|85864.5|0
0|2020-04-22|73955.5|0|11909.0|0|13.869526987288111|0|85864.5|0
0|2020-04-23|73955.5|0|11909.0|0|13.869526987288111|0|85864.5|0
0|2020-04-24|73955.5|0|11909.0|0|13.869526987288111|0|85864.5|0
0|2020-04-25|73955.5|0|11909.0|0|13.869526987288111|0|85864.5|0
0|2020-04-26|73955.5|0|11909.0|0|13.869526987288111|0|85864.5|0
0|2020-04-27|73955.5|0|11909.0|0|13.869526987288111|0|85864.5|0
0|2020-04-28|73955.5|0|11909.0|0|13.869526987288111|0|85864.5|0
0|2020-04-29|73955.5|0|11909.0|0|13.869526987288111|0|85864.5|0
0|2020-04-30|73955.5|0|11909.0|0|13.869526987288111|0|85864.5|0
0|2020-05-01|79508.0|0|8292.0|0|9.444191343963553|0|87800.0|0
0|2020-05-02|79508.0|0|8292.0|0|9.444191343963553|0|87800.0|0
0|2020-05-03|79508.0|0|8292.0|0|9.444191343963553|0|87800.0|0
0|2020-05-04|79508.0|0|8292.0|0|9.444191343963553|0|87800.0|0
0|2020-05-05|79508.0|0|8292.0|0|9.444191343963553|0|87800.0|0
0|2020-05-06|79508.0|0|8292.0|0|9.444191343963553|0|87800.0|0
0|2020-05-07|79508.0|0|8292.0|0|9.444191343963553|0|87800.0|0
0|2020-05-08|79508.0|0|8292.0|0|9.444191343963553|0|87800.0|0
0|2020-05-09|79508.0|0|8292.0|0|9.444191343963553|0|87800.0|0
