|dates|Miami_Kansas_UnitedStates.BLS_EmployedPopulation.data|Miami_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Miami_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Miami_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Miami_Kansas_UnitedStates.BLS_UnemploymentRate.data|Miami_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Miami_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Miami_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|17128.0|0|701.5|0|3.934490591435542|0|17829.5|0
0|2020-01-02|17128.0|0|701.5|0|3.934490591435542|0|17829.5|0
0|2020-01-03|17128.0|0|701.5|0|3.934490591435542|0|17829.5|0
0|2020-01-04|17128.0|0|701.5|0|3.934490591435542|0|17829.5|0
0|2020-01-05|17128.0|0|701.5|0|3.934490591435542|0|17829.5|0
0|2020-01-06|17128.0|0|701.5|0|3.934490591435542|0|17829.5|0
0|2020-01-07|17128.0|0|701.5|0|3.934490591435542|0|17829.5|0
0|2020-01-08|17128.0|0|701.5|0|3.934490591435542|0|17829.5|0
0|2020-01-09|17128.0|0|701.5|0|3.934490591435542|0|17829.5|0
0|2020-01-10|17128.0|0|701.5|0|3.934490591435542|0|17829.5|0
0|2020-01-11|17128.0|0|701.5|0|3.934490591435542|0|17829.5|0
0|2020-01-12|17128.0|0|701.5|0|3.934490591435542|0|17829.5|0
0|2020-01-13|17128.0|0|701.5|0|3.934490591435542|0|17829.5|0
0|2020-01-14|17128.0|0|701.5|0|3.934490591435542|0|17829.5|0
0|2020-01-15|17128.0|0|701.5|0|3.934490591435542|0|17829.5|0
0|2020-01-16|17128.0|0|701.5|0|3.934490591435542|0|17829.5|0
0|2020-01-17|17128.0|0|701.5|0|3.934490591435542|0|17829.5|0
0|2020-01-18|17128.0|0|701.5|0|3.934490591435542|0|17829.5|0
0|2020-01-19|17128.0|0|701.5|0|3.934490591435542|0|17829.5|0
0|2020-01-20|17128.0|0|701.5|0|3.934490591435542|0|17829.5|0
0|2020-01-21|17128.0|0|701.5|0|3.934490591435542|0|17829.5|0
0|2020-01-22|17128.0|0|701.5|0|3.934490591435542|0|17829.5|0
0|2020-01-23|17128.0|0|701.5|0|3.934490591435542|0|17829.5|0
0|2020-01-24|17128.0|0|701.5|0|3.934490591435542|0|17829.5|0
0|2020-01-25|17128.0|0|701.5|0|3.934490591435542|0|17829.5|0
0|2020-01-26|17128.0|0|701.5|0|3.934490591435542|0|17829.5|0
0|2020-01-27|17128.0|0|701.5|0|3.934490591435542|0|17829.5|0
0|2020-01-28|17128.0|0|701.5|0|3.934490591435542|0|17829.5|0
0|2020-01-29|17128.0|0|701.5|0|3.934490591435542|0|17829.5|0
0|2020-01-30|17128.0|0|701.5|0|3.934490591435542|0|17829.5|0
0|2020-01-31|17128.0|0|701.5|0|3.934490591435542|0|17829.5|0
0|2020-02-01|17155.5|0|671.5|0|3.766758287990127|0|17827.0|0
0|2020-02-02|17155.5|0|671.5|0|3.766758287990127|0|17827.0|0
0|2020-02-03|17155.5|0|671.5|0|3.766758287990127|0|17827.0|0
0|2020-02-04|17155.5|0|671.5|0|3.766758287990127|0|17827.0|0
0|2020-02-05|17155.5|0|671.5|0|3.766758287990127|0|17827.0|0
0|2020-02-06|17155.5|0|671.5|0|3.766758287990127|0|17827.0|0
0|2020-02-07|17155.5|0|671.5|0|3.766758287990127|0|17827.0|0
0|2020-02-08|17155.5|0|671.5|0|3.766758287990127|0|17827.0|0
0|2020-02-09|17155.5|0|671.5|0|3.766758287990127|0|17827.0|0
0|2020-02-10|17155.5|0|671.5|0|3.766758287990127|0|17827.0|0
0|2020-02-11|17155.5|0|671.5|0|3.766758287990127|0|17827.0|0
