|dates|St.James_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|St.James_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|St.James_Louisiana_UnitedStates.Male_Total_Population.data|St.James_Louisiana_UnitedStates.Male_Total_Population.missing|St.James_Louisiana_UnitedStates.Female_Total_Population.data|St.James_Louisiana_UnitedStates.Female_Total_Population.missing|St.James_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|St.James_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3610.0|0|10161.0|0|10876.0|0|4748.0|0
