|dates|Piute_Utah_UnitedStates.JHU_ConfirmedCases.data|Piute_Utah_UnitedStates.JHU_ConfirmedCases.missing|Piute_Utah_UnitedStates.NYT_ConfirmedCases.data|Piute_Utah_UnitedStates.NYT_ConfirmedCases.missing|Piute_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Piute_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Piute_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Piute_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|0.0|0|0.0|100|0.0|0|0.0|100
